ID,File,Transcription,incident_type,injury_severity,victims_count,fire_present,trapped_persons,weapons_involved,hazmat_involved,intent,urgency_human,daira,commune,lieu,location_description,summary,notes_cot,source_csv
CALL_0212_Appe,Appelle 76.wav,"Allo? L'ambulance n Bgayet? maalich aghdchey3ed lambulance... ness3ayieth temgharth theghli dayi madala phone, en face l'hôtel Madala. Madala-phone bedat, tamɣart-nni ya... t-in n-dir la boule El 3ellawi., achu-ityughn... teɣli-d za3ma, tesker n-terguiguith kif-kif. Zdaxel Matala-f-un bedat. Win n El 3ellawi.",medical_emergency,severe,1.0,no,no,no,no,request_help,high,Béjaïa,Béjaïa,Mada-le-fon,"En face l'hôtel Matala, t-in n-dir la boule El 3ellawi (terrain de pétanque El Allaoui)",Appel pour une urgence médicale concernant une femme âgée ayant fait une chute suivie de tremblements (convulsions) dans le quartier Mada-le-f-on.,L'appelant demande une 'ambulance' pour une 'tamghart' (femme âgée) qui est 'teghlid' (tombée) et présente une 'terguiguith' (tremblement/convulsion). Le lieu est précisément cité comme 'Matala-f-un' (Mada-le-f-on) près de l'hôtel Matala.,400annotations_local.csv
CALL_0212_Appe,Appelle 77.wav,"Allo assalamu alaikum. Khoya kayen wahed tomobil derapate tteqleb. M3a triq shta khoya triq elli teddi mn Berdj Jdid tkharej l Sraguin... Shti Sidi Boudjrit, triq l'Berda tahbet l Sidi Boudjrit m3a l'7dour hadouk. Hay wa7da kima makan l'ma3ssra fouq chwiya m3a l'7dour hadik talqa wa7da Polo derapate te7t triq. Ih, Zitoun Sidi Boudjrit, l'Berda tahbet l Sidi Boudjrit. L'ghachi? Ih lenseen senn... tteqleb deuz marat... sargegh-t-id chwiya f l'camion.",accident_vehicular,severe,1.0,no,no,no,no,report_incident,high,Béjaïa,Béjaïa,Sidi Boudjrit,"Triq lberdj tahbet l Sidi Boudjrit, m3a l'7dour, kima makan l'ma3ssra (l'huilerie), te7t triq.",Accident de la route impliquant une Volkswagen Polo qui a dérapé et s'est renversée deux fois dans une pente près de l'huilerie à Sidi Boudjrit. Deux victimes ont été signalées.,"L'appelant utilise 'tomobil derapate tteqleb' pour un accident de voiture. Il précise le modèle 'Polo'. La localisation est riche en repères : 'l'Berda', 'Sidi Boudjrit' et 'l'ma3ssra' (huilerie). 'Lenseen' (l'insan/les gens) et 'tteqleb deuz marat' indiquent la gravité et la présence de victimes.",400annotations_local.csv
CALL_0212_Appe,Appelle 78.wav,"Caller: Salam alaykum. Receiver: Wa alaykum s-salem. Caller: Khoya 3andi l'walida rahi mridha, f Dra3 l-Gaid, Bel7an. Receiver: Dra3 l-Gaid? Caller: Eeh. Receiver: Dra3 l-Gaid... secteur... l-khalta... marki: 034 18 51 21. Caller: 034 18 51 21? Sahit, barak Allahu fik. Receiver: Allah ibarek fik, saha.",medical_emergency,unknown,1.0,no,no,no,no,request_help,high,Kherrata,Kherrata,Belhan,"f Dra3 l-Gaid, Bel7an",L'appelant demande de l'aide pour sa mère malade située à Belhan (Draâ El Gaïd). L'opérateur lui fournit le numéro de téléphone direct du secteur concerné.,L'appelant utilise 'l'walida' (la mère) et 'mridha' (malade) → medical_emergency. Le lieu est explicitement cité 'Dra3 l-Gaid' et 'Bel7an'. L'opérateur redirige l'appelant en lui donnant un numéro local (034...).,400annotations_local.csv
CALL_0212_Appe,Appelle 79.wav,"Anam? - Allo, l'annic Bgayet? Akhi l'himaya? - Win Bgayet, win? - ness3a dayi yieth la damme collegue de travail thdukh chweya. Ar kamal bureau de recrutement. - Anda? - Ash-tamal bureau de recrutement. - Anda yella bureau de recrutement? - Bureau de recrutement en face... en face mudiriyat at-taqa, i-Bgayet. - Bureau de recrutement, mudiriyat at-taqa? - Ih... arwa7 bureau de recrutement tifid-id asabrin n t3assa. - Anda tella ketch? Ma indikum quartier sgher, anda tella? - Ma3lic, ma3lic, tsema... b-blaqel. Cite zedma. Ana perturbé chwiya, si t'sedma... si t'sedma. - Cite Isma? - Cite Isma, Achbal l-Oumma, ad-tattr-eḍ wa7ed was-it netta bureau de recrutement... d-apiste n l'ibri. - D'accord, ih. - L'annic. Atiti chwiya, sa7a.",medical_emergency,minor,1.0,no,no,no,no,report_incident,high,Béjaïa,Béjaïa,Cite zedma,"Bureau de recrutement, en face de la Direction de l'Énergie (mudiriyat at-taqa), à côté de Achbal l-Oumma, au niveau du poste de garde (Cite zedma)",Un homme signale un accident de travail survenu près du bureau de recrutement à Béjaïa. La victime est étourdie par le choc et se trouve au niveau du poste de garde(Cite zedma).,"L'appelant utilise 'accident de travail' et décrit une victime qui est 'sidoukh' (étourdie) et souffre de 't'teghli' (tomber), ce qui oriente vers medical_emergency. Le lieu est très précis : Cité zedma, face à la Direction de l'Énergie (mudiriyat at-taqa) et au Bureau de recrutement.",400annotations_local.csv
CALL_0212_Appe,Appelle 80.wav,"Allo? Allo? Les pompiers? Les pompiers, oui. Arah-negh l'bloc C5. Amek? Une urgence au bloc C5, Ihadaden, 2000 logements. C5 2000 logements, dachu yellan? Aya, aya, urgence akh-ti, urgence... Qu'est-ce qui se passe? Il arrive pas à respirer. Amek? On ne sait pas, il n-akh yella... il arrive pas à respirer. Anida-exact? Ihadaden, 2000 logements, bloc C5, C5. Andel l'CIA kisd-ken repère? Wah, l'commissariat, win it-khellen les plaques n'Immobila, juste à côté. Côté-n Royal? Eh, côté Royal. Aya d'accord, d'accord. Rapide, rapide, d'yas-iw n gbarat, d'accord? Saha, saha.",medical_emergency,none,1.0,no,no,no,no,request_help,high,Béjaïa,Béjaïa,"Ihadaden, 2000 logements, Bloc C5","Ihadaden, bloc C5, près du commissariat, là où ils mettent les plaques Immobila, côté Royal",Urgence médicale impliquant une personne en détresse respiratoire sévère située au bloc C5 des 2000 logements à Ihadaden.,"L'appelant utilise 'urgence' et précise 'il arrive pas à respirer' ce qui indique une détresse respiratoire (medical_emergency). L'état est jugé 'severe' car la respiration est compromise. Localisation précise via 'Ihadaden', '2000 logements' et des points de repères urbains comme 'l'commissariat' et 'Royal'.",400annotations_local.csv
CALL_0212_Appe,Appelle 81.wav,"Allo? Allo, oui. Allo, oui? Salam alaikom. Kayen wa7ed l'accident hna f Polyvalent. Polyvalent, win exact Polyvalent? Chefti l'lycée, djust chwiya. Ehh, dechra-nni exact? An3am? Dechra-nni exact? Wesh ray tsemma, moutou m3a tomobil, t7ebbet f kilométrage. Ah, d'accord. Ok. Sahha. Sahhiti. Sahha.",accident_vehicular,unknown,,no,unknown,no,no,report_incident,high,Béjaïa,Béjaïa,Polyvalent,"f Polyvalent, chefti l'lycée djust chwiya, t7ebbet f kilométrage",Signalement d'un accident de la circulation entre une moto et une voiture à proximité du lycée Polyvalent de Béjaïa.,L'appelante signale explicitement 'wa7ed l'accident'. Le lieu 'Polyvalent' est un quartier connu de Béjaïa. Elle précise les véhicules impliqués : 'moutou' (moto) et 'tomobil' (voiture). L'expression 't7ebbet' (s'est écrasée/renversée) confirme l'impact.,400annotations_local.csv
CALL_0212_Appe,Appelle 82.wav,"Salamou3alaykoum. - Wa 3alaykoum essalam. - Les pompiers ? - Les pompiers, weh. - Kayan l'accident f'autourout. - L'autourout win exact ? - Allo ? Allo ?",accident_vehicular,unknown,,unknown,unknown,unknown,unknown,report_incident,unknown,Béjaïa,Béjaïa,autourout.,autourout.,L'appelant signale un accident de la route au niveau d'El autourout. à Bejaïa. La communication est coupée brusquement.,"L'appelant utilise le mot français 'l'accident' précédé de 'kayan' (il y a). La localisation est donnée par 'f'lautourout.' (à El Boraq, quartier de Bejaïa). L'absence de détails sur les blessés ou la gravité est due à l'interruption prématurée de l'appel.",400annotations_local.csv
CALL_0212_Appe,Appelle 83.wav,"— Allo ? — Les pompiers ? — Himaya. — Allo, l'accident sur l'autoroute, la nouvelle autoroute mn Bejaia vers Bouira. — Ah, f'win s'exact ? — Walla i-d'vassit Akbou wahd deux minutes wala trois minutes, aya n'en face parallèle m3a Akbou. — D'accord, sa7it. C'est bon, c'est bon, l'u3net, sa7it a. — Kayan wahd l'intersection kima l'vers n'Sidi Aïch hna.",accident_vehicular,unknown,,unknown,unknown,unknown,unknown,report_incident,high,Akbou,Akbou,La nouvelle autoroute,"Nouvelle autoroute de Bejaia vers Bouira, en face parallèle avec Akbou, 2-3 minutes après avoir dépassé Akbou, au niveau d'une intersection similaire à celle de Sidi Aïch","Signalement d'un accident de la route sur la nouvelle autoroute (pénétrante) en direction de Bouira, localisé parallèlement à la ville d'Akbou.",L'appelant utilise le mot 'l'accident' et précise qu'il se trouve sur 'l'autoroute' (nouvelle autoroute). La localisation est confirmée par 'parallèle m3a Akbou' et la direction 'Bejaia vers Bouira'. 'L'u3net' indique que les secours ont été dépêchés.,400annotations_local.csv
CALL_0212_Appe,Appelle 84.wav,"Ssalem u3likum. Ssalem u3likum. Hadra rak 3la... sid u l'autoroute darbuwah l'oto f Boujlil, l'autoroute Bejaia. Win? Boujlil, l'autoroute Bejaia. Boujlil? Boujlil, l'autoroute. C'est bon, rana jayin ltem qreb. Nseddu l'ordin. Issekk s-syid mazal-u normalment 7ay. Rana 3iyetna-l-um safi 3endha we7da 40 minutes gul-na... Qreb nla7qu, arat qreb nseddu. I s-sa7it. Sa7it.",accident_pedestrian,severe,,no,no,no,no,report_incident,high,Béjaïa,Boudjellil,Boujlil,"Boujlil, l'autoroute Bejaia","Un piéton a été percuté par une voiture sur l'autoroute au niveau de Boudjellil. La victime est encore en vie, mais l'appelant signale une attente de 40 minutes.","L'appelant utilise 'sid' (monsieur) et 'darbuwah l'oto' (ils l'ont frappé avec la voiture) ce qui indique un accident de piéton (accident_pedestrian). Le lieu est clairement identifié comme 'Boujlil' (Boudjellil) sur 'l'autoroute'. L'état de la victime est décrit comme 'mazal-u 7ay' (encore vivant) après un choc sur autoroute, justifiant la sévérité 'severe'.",400annotations_local.csv
CALL_0212_Appe,Appelle 85.wav,"Salamoualikoum. Salam. An3am, aya l'accident sur l'autoroute, la nouvelle autoroute qui mène vers... Bouchelil, Bouchelil. Aqlan d-dar n'Aqbou... en face l'autoroute. Aqlant dda d-dar dda... on face normalement Akbou, mais sur la voie qui mène vers Bejaïa. Ah incha'Allah, okya. Sahit, saha. Sahit.",accident_vehicular,unknown,,unknown,unknown,no,unknown,report_incident,medium,Akbou,Akbou,La nouvelle autoroute (Pénétrante),"en face Akbou, sur la voie qui mène vers Bejaïa, près de Bouchelil","Signalement d'un accident de la circulation sur la nouvelle autoroute au niveau d'Akbou, sur la voie menant vers Béjaïa.",L'appelant utilise le terme français 'l'accident' et précise le lieu 'l'autoroute' (la pénétrante). Il donne des repères géographiques clairs : 'en face Akbou' et précise le sens de circulation 'vers Bejaïa'.,400annotations_local.csv
CALL_0212_Appe,Appelle 86.wav,"Allo? — Allo, an3am, ila yiwn ukhedam dayi ighli. — Anda? — En face direction Naftal. — En face la direction wachou? — Naftal, l'ancien parc matériel de construction. — Fi Bir Slama? — Bir Slama. — Achou tewghed? — Wallah d'un homme... ye-ghli-d kan akka am kman, ith-qra7-it l'jiwa n'wul-is. — Ye-ghli-d? Wachou ye-ghli-d? — Ath-ghli-na, ibda kan akka am kman, ith-qra7-it l'jiwa n'wul-is. — Ih, amba3d? It-respirer ara? Khati? — It-respirer normalement. — It-respirer? — Ih. — Eh... donc conscient. — Ah, conscient, machi d'ughel l'parc, ya3ni... — Chuqra7-it wul-is. D'accord a mma. Donc la direction Naftal exact ith-lla? — En face... En face la direction Naftal. — En face la salle de fêtes dinna? — Ih, amariketh l'djama3. — D'accord a mma, ulach l'mouchkil. — Saha, sahit.",medical_emergency,severe,1.0,no,no,no,no,request_help,high,Béjaïa,Béjaïa,Bir Slama,"En face la direction Naftal, l'ancien parc matériel de construction, en face la salle de fêtes, amariketh l'djama3 (à côté de la mosquée)",Urgence médicale à Bir Slama pour un homme qui s'est effondré suite à une douleur thoracique (cœur). La victime est consciente et respire.,"L'appelant signale 'ye-ghli-d' (il est tombé/s'est évanoui) et précise 'ith-qra7-it l'jiwa n'wul-is' (il a mal au niveau du cœur), ce qui oriente vers une urgence médicale cardiaque. Le lieu est localisé à Bir Slama avec des points de repère précis (Naftal, salle des fêtes, mosquée).",400annotations_local.csv
CALL_0212_Appe,Appelle 87.wav,"Allo... Slam alikoum. - Slam, rahmatullah. - Protection civile. - S'il vous plaît, ye-lla l'arrêt de Tobal dayi, iruh yvanoui. - L'arrêt de Batte? - L'arrêt de Batte, l'arrêt de Batte. C'est un habitué, c'est Slimane. Tes-twasen-t... - Iyeh, iyeh. Hani rayeh, t-tsmat-ek. Iyeh, yawe, ya3tik essaha. - Saha. - Saha.",medical_emergency,unknown,1.0,no,no,no,no,request_help,high,Béjaïa,Béjaïa,Tobal,l'arrêt de Batte de Tobal,"Un homme nommé Slimane, connu des services ou du quartier, s'est évanoui à l'arrêt de bus Batte à Tobal.","L'appelant signale une personne qui est 'iruh yvanoui' (s'est évanouie), ce qui indique une urgence médicale. Le lieu est précisé comme 'l'arrêt de Tobal' et plus spécifiquement 'l'arrêt de Batte'. L'identité de la victime est mentionnée (Slimane).",400annotations_local.csv
CALL_0212_Appe,Appelle 88.wav,"Allo? Allo? l'madania? ness3a yiwn omotin yeghli ayi wahi squat l'quartier Aghuladh, rapider un peu. Anwa squar? Aghuladh, la gendarmerie l'guedgued. Wush la commune? Bgayet? Ay la commune Bgayet, ih. Aghulan nni la gendarmerie? Ih, la gendarmerie El Khemis. Ah, la gendarmerie l'Khemis, ih. Shu n twala? Samot? Taqshisht teghli? Ayya d'accord. Ats t-trufedet... Sub7anallah...",accident_vehicular,unknown,1.0,no,no,no,no,report_incident,high,Béjaïa,Béjaïa,Quartier squar,"dakhil l'quartier squar, la gendarmerie El Khemis","Signalement d'un accident mortel impliquant une moto et une jeune fille dans le quartier  squar à Béjaïa, près de la gendarmerie El Khemis.",L'appelant utilise 'accident mortel' d'emblée. Le terme 'samot' (la moto) et 'taqshisht teghli' (la fille est tombée) indiquent un accident de deux-roues. Le lieu est précisé par ' squar' et le point de repère 'gendarmerie El Khemis'.,400annotations_local.csv
CALL_0212_Appe,Appelle 89.wav,"Allô les pompiers de Bgayet, msa lkhir. - Allô msa lkhir, sma7li ghi l'appel, bghit nsiwer ixf n war n l'incident agi. Dak-n-ini... ay-at f la ferme 3issu, f la ferme 3issu. - Ah, dakcheman, voilà. - Voilà eh, umba3d ifeccu l'bâtiment bleu, 4ème étage, tzedegh yiwet n l'famille, serser s-yikk-en, yiwet s-l-sanitaire i-7sel, i-7sel daxel, au même temps tawurt n-zga teb-bluqua, ur s-u-f-f-el-dara i-z-i-n-barra. - Porte bloquée, c'est ça ? - Voilà eh. Umba3d fuf-en amek ara t-id f-el-len, dayi bach att-en-f-t-i7, l'wachu ulac, il n'y a personne di khadmi n l'équipe. - Ilaq-as un serrurier. - Un serrurier ? Eh wallah ulas-iyi. - Les pompiers labud ad d-ndel d-nnir ak-agi k-t-a-wurt m-ed-den, tef-hemed-iyi da? - Azar, ah bon? - Eh, ilaq-as un serrurier. Ad s-y-el-di tawurt. - Donc amek t-en-ni-d? n-sh-u-f-u l-7el i-gi? - Ad-t-zered un serrurier, wad-ak i-kh-edmen l'clés, khater teb-luqua tawurt n l'entrée, i-bluqu-et. - L-3-v-e-z-khal? - Eh, l-3-v-e-z. - Uzmiren-ara t-3edlen-is-akhel n-is-barra, c'est ça? - Ilaq-as un serrurier. - Donc as-d-y-as un serrurier, okay, voilà. D'accord, eh. D'accord, sa7it, sa7a.",other,none,1.0,no,yes,no,no,request_help,low,Béjaïa,Béjaïa,Ferme Aïssou,"la ferme 3issu, bâtiment bleu, 4ème étage","Un citoyen signale qu'une personne est bloquée dans les sanitaires d'un appartement situé au 4ème étage d'un bâtiment bleu à la Ferme Aïssou, car la porte d'entrée est également bloquée. L'opérateur conseille de contacter un serrurier.","L'appelant utilise 'i7sel daxel' (coincé à l'intérieur) et 'tawurt teb-bluqua' (porte bloquée). Bien qu'il y ait une personne bloquée, l'opérateur juge que c'est un problème de serrurerie ('ilaq-as un serrurier') et non une intervention d'urgence vitale, d'où le type 'other' et l'urgence 'low'.",400annotations_local.csv
CALL_0212_Appe,Appelle 90.wav,"A: Salam alaykum. B: Wa alaykum salam. A: Al-jar, nta3 l-problème n l-electricit, les supports-nni n l-compteur, chuf l-amkan t'ruhed at-cha3led deg-sen thmes, dagi El-ighil u3ezog. B: El-ighil u3ezog? A: An3am ih. B: D-ak-f n-numéro Sonelgaz. A: Ach7al l-numéro n Sonelgaz-agi? B: 034 16 07 69. A: 034... 16... 07... 69. Barak Allahu fik agma. B: Yessellmek, baraka, sa7it.",other,none,,yes,no,no,no,report_incident,high,Béjaïa,Béjaïa,ighil u3ezog,ighil u3ezog,Un citoyen signale un incendie ou des étincelles dangereuses sur des supports de compteurs électriques dans le quartier ighil u3ezog.,L'appelant utilise 'l-electricit' et 'supports n l-compteur' pour désigner l'infrastructure. L'expression 'at-cha3led deg-sen thmes' (le feu a pris dedans) confirme la présence de feu. L'opérateur le réoriente vers le numéro de Sonelgaz.ighil u3ezogest un quartier de la commune de Béjaïa.,400annotations_local.csv
CALL_0212_Appe,Appelle 91.wav,"Allo l'pompiers? Allo? Hmid amalo, allo? Hmid amalo, allo?",unknown,unknown,,unknown,unknown,unknown,unknown,other,low,Inconnu,Inconnu,Inconnu,Inconnu,"L'appelant contacte les pompiers mais ne signale aucun incident, répétant le nom de 'Hmid' avant de couper.","L'appelant utilise 'l'pompiers' pour établir le contact mais ne fournit aucun détail sur un accident ou un incendie. Présence de 'Hmid' qui semble être un prénom. Absence de mots-clés d'urgence (l7riq, accident, etc.).",400annotations_local.csv
CALL_0212_Appe,Appelle 92.wav,"Allo, 7bib, azul. Bon, nes7oq l'ambulance l'mayer n'Ouzellaguen, thewi yiwth la damme thekhdem une chute. Mnaa? Mna3? Mna3 a sidi. Ismis Boumansour Selina. La commune Ouzellaguen? Ih, Ouzellaguen, taddart n Helouane. Taddart n Helouane. S'mensi tni win with i Ouzellaguen Helouane. Khati win t-zqine Acharchour aqar-as kan nni, Ighzer Amokrane, Acharchour. Acharchour, ih. Ighzer, Ighzer Amokrane. Ih. Amek ismis? Ismis Boumansour, Boumansour Selina. Boumansour Selina? Ih. 26 ans. Dachou i d-yousan? Traumatisme, traumatisme l'bassin généralement. La rrivée 7abib, 14:16, 14:50, 15:03. Sa7it, tanmirt.",medical_emergency,minor,1.0,no,no,no,no,request_help,medium,Akbou,Ouzellaguen,Helouane,"Taddart n Helouane, près d'Acharchour à Ighzer Amokrane.","Demande d'ambulance pour une femme de 26 ans, Selina Boumansour, victime d'une chute de hauteur ayant entraîné un traumatisme au bassin à Ouzellaguen (village Helouane).","L'appelant demande explicitement 'l'ambulance' pour une 'chute' d'une 'dame' (femme). La blessure est décrite comme 'traumatisme l'bassin', ce qui justifie une sévérité élevée. La localisation est précisée par 'commune Ouzellaguen', 'taddart n Helouane' et 'Ighzer Amokrane'.",400annotations_local.csv
CALL_0212_Appe,Appelle 93.wav,"anwa amkan? anwaamkan, 4 chemin, daww l'pont.gachu i ithcha3l? Wah ch3al, l'appartement. Mouch n l'étage?  deuxième étage. 9ème? Yah, 9ème étage, d'accord.",fire_building,unknown,,yes,unknown,no,no,report_incident,high,Béjaïa,Béjaïa,4 chemin,"Dewwa l'pont, l'appartement au 9ème étage","Signalement d'un incendie dans un appartement situé au 9ème étage à4 chemin, à proximité du pont.",L'appelant utilise 'ch3al' (a brûlé/en feu) associé à 'l'appartement' pour désigner un feu de bâtiment. La localisation est précise : '4 chemin' et le repère 'dewwa l'pont' (sous/près du pont).,400annotations_local.csv
CALL_0212_Appe,Appelle 94.wav,"Allo, Salamou alaikoum. Wa alaikoum salam. Euh, s3igh amodin vghigh attawimt ar svitar. Anida? Boulejlouj.chu thyughen?.lattention ins ttamezyant isisoben athan urizmir ara diherek. nwith deja ngh? Ehk. Anida? S-l-superette Darradji? Khati, machi Darradji. L-jiha n-iden, l-superette n-snat-ni n-qarnas l-wa7ed samir ak bouulam. i. Ad-ina-z-id-as Skala, nekkni neqnas zik Skala. Eh, eh. L-7da n-r-da-s d-inna l-wa7ed Skala shopping ni n-zik. Eh tura d-zik, am-ak-id-as-en, taqcict. Rouh. Rouh, sa7a. D'accord, sa7a, sa7a.",medical_emergency,unknown,1.0,yes,no,no,no,report_incident,high,Béjaïa,Béjaïa,Boulejlouj / Skala,"À côté de l'école primaire, près de l'ancienne supérette Bouhaleb et du lieu-dit Skala (Skala Shopping).",Un appelant signale un incendie à Boulejlouj un malade ,"Boulejlouj , malade qui besoin dune ",400annotations_local.csv
CALL_0212_Appe,Appelle 95.wav,"Allo. S'alam alikoum. Alikoum s'alam. Les pompiers ? An3am agma oui. Ayah... sra l'accident dina l'décharge d'El Kseur. L'décharge i d-ikemlen El Kseur, wanti l'décharge ? L'décharge d'El Kseur, l'autoroute El Kseur. Ah-ha. Tomobil t-qleb fell-as la moto. Ah d'accord, llan l'blessés ? Ah grave wallah, rahoum l'post. D'accord, saha saha.",accident_vehicular,severe,2.0,no,unknown,no,no,report_incident,high,El Kseur,El Kseur,L'décharge d'El Kseur,"l'décharge d'El Kseur, l'autoroute El Kseur",Accident de la route impliquant une voiture et une moto près de la décharge d'El Kseur sur l'autoroute avec des blessés graves.,L'appelant signale 'l'accident' impliquant une 'tomobil' (voiture) qui s'est renversée ('t-qleb') sur une 'moto'. La mention 'grave wallah' indique une sévérité élevée. Le lieu est identifié comme la décharge d'El Kseur sur l'autoroute.,400annotations_local.csv
CALL_0212_Appe,Appelle 96.wav,"Allo Salamu Alaykum, l'himaya ! la3nayak thella laccident dayi d lekseur , lekseur wahid oued amizour. Ani d-exact... l'ferma pilot... daccord... l'ferme pilote. - La ferme pilote ? Ayyeh d'accord. - Aghelani la- grave ha ! - Okay, okay saha. - Saha t'ammu khoya saha, nsen aghelani grave grave n-as-t.",accident_vehicular,severe,,no,unknown,no,no,report_incident,high,El Kseur,El Kseur,La ferme pilote,"bin l'Kseur, l'ferme pilote","Signalement d'un accident grave survenu entre El Kseur , précisément au niveau de la ferme pilote.",L'appelant mentionne explicitement 'accident'. L'urgence est caractérisée par la répétition de 'aghelani' (vite) et l'adjectif 'grave'. La localisation est située entre El Kseur avec un point de repère précis : 'l'ferme pilote'.,400annotations_local.csv
CALL_0212_Appe,Appelle 97.wav,"F: Machi enceinte la, khati. M: Ah bon? F: Oui. M: Mch'it 3lik? F: Uhu. M: T3al l'test? F: Oui, tkhdem l'test u kulluch, khati machi enceinte la. M: Ah oui? F: Eh. M: Machi diabétique? F: Non, machi diabétique. M: La tension? F: Justement, shuf kther la tension, ba3d sa3a l'appareil-nni amch'ed t-qiseth, ba3d za3ma wesh am-enni za3ma les signes-nni exact, ma tullia sa tension negh a-st-teras. M: Sebba am-ella pour qu'elle se repose kamel. Th'elqeth, juste at-th'elaq sheliya shewiya t'ardis-aki, sheliy'as déjà imettawn-is f'usumta. Juste at-thesta3fu, u za3ma omba3d mella i-saffa negh ur i-saffa. F: D-akagi ma t-tsaffa. M: Eh, tura mella Doliprane, i-yef-n-Doliprane c'est tout, sinon si ça va pas tu rappelles. F: D'accord, saha. Merci, barakallahufik, ar thilamt. M: Ar thilamt.",medical_emergency,minor,1.0,no,no,no,no,request_help,low,Béjaïa,Béjaïa,Inconnu,Inconnu,Appel pour un conseil médical concernant une patiente dont le test de grossesse est négatif mais qui présente des variations de tension artérielle.,"L'appelante mentionne 'la tension' et 'l'appareil' (tensiomètre). Le régulateur donne des conseils de repos ('se repose', 'thesta3fu') et suggère du 'Doliprane'. Absence de détresse vitale immédiate, niveau d'urgence faible.",400annotations_local.csv
CALL_0212_Appe,Appelle 98.wav,"Allo? — Oui. — Salam alaykoum. — Alaykoum assalam. Les pompiers? — Les pompiers. — L3aynek, thlamm l'pompiers n'Lqser, aqla dayen l'entrée n'l'autoroute. — Ih, l'entrée n'l'autoroute. — Dayen sra l'accident dayi... tartaq tayen l'pneu n'Santac-nni, u ye3jeb-iyi-d w-uzayar n-ukamyu. Alors l3aynek mderda3a chwiya. — Accident? — Ih, accident rapide, rapide. — Le lieu exactement? — Aqla deg Lqser yak? Han! L'entrée n'l'autoroute. L'entrée n'l'autoroute. — L'entrée n'l'autoroute? — Ih, uqbel l'autoroute, uqbel. — Uqbel l'autoroute? — Ih, s-daw n'twilli yak? Aqla s-daw n'twilli yak? — Kunnwi aql-akunt deg Bejaia, neqla deg Bejaia. — Ah d'accord, l3aynek, ih. — D'accord, donc abrid-agi n'ukshum n'l'autoroute. — Ih, d'accord, saha.",accident_vehicular,unknown,1.0,no,unknown,no,no,report_incident,high,El Kseur,El Kseur,L'entrée de l'autoroute,"L'entrée n'l'autoroute, uqbel l'autoroute, s-daw n'twilli","Signalement d'un accident de la route impliquant un camion et un véhicule de type Santac à l'entrée de l'autoroute d'El Kseur, sous le pont.",L'appelant utilise 'l'accident' et décrit la collision entre un 'kamyu' (camion) et un 'Santac' (véhicule de transport). 'Tartaq' (éclaté) indique l'origine probable (pneu). La localisation est précise : 'Lqser' (El Kseur) et 's-daw n'twilli' (sous le pont/passage supérieur).,400annotations_local.csv
CALL_0212_Appe,Appelle 99.wav,"Allo, salam alaikoum, Himaya Madania? Himaya Madania, na3am. Dayi l'residence Milli, ness3a yiwth tverkant thuhwaj l'ambulance nni... chauffeur nni thin fi congé, ulachithn. D'accord... d'accord, ya3tik essaha. Milli, la résidence Milli, hein. D'accord.",medical_emergency,unknown,1.0,no,no,no,no,request_help,medium,Béjaïa,Béjaïa,"Résidence Milli, Laazib Sidi Berkane",Dayi l'residence Milli,"L'appelant demande l'envoi d'une ambulance à la résidence Milli, expliquant que le chauffeur habituel est en congé.",L'appelant utilise 't'sa7qekh l'ambulance' (j'ai besoin de l'ambulance) ce qui indique une urgence médicale. Il localise précisément l'endroit à 'l'residence Milli' à 'Sidi Berkan'. Le motif est l'absence de transport car 'chauffeur nni thin fi congé' (le chauffeur est en congé).,400annotations_local.csv
CALL_0213_Appe,Appelle 100.wav,"Allo, allo, allo, l'7imaya b'Wad Ghir,ighzer ouzarif, arwa7u l'Wad Ghir s'z-2000, les 2000, les 2000. Les 2000, yaddi, khouya yaddi drebni rajli kesserli yedi,  dmoumate, i-felerd, yaddi ma3labaliche. Rani meqtenu, 3andi zoudj sghar, les 2000, 3awnoni m'sakine. Arwa7u a khouya Allah yesterkoum, douni l'hopital. Les 2000, n3am, l'bloc 28, social. Social, win l'stade, l'stade men ta7ta. D'accord ki i3aytou-lek l'pompiers ta3 Wad Ghir, rpondi-asen. Sa7it a khouya, sa7it barak'Allah fih, sa7it, sa7it. Ah yaddi, ah baba yaddi, ah yemma, ah yaddi...",medical_emergency,severe,1.0,no,no,no,no,request_help,critical,Béjaïa,Oued Ghir,Cité 2000 logements (Social),"Les 2000 logts, l'bloc 28, social, win l'stade, l'stade men ta7ta","Un homme signale une blessure grave au bras (fracture probable) à Oued Ghir, cité des 2000 logements. Il est en état de choc et de douleur intense, demandant une évacuation immédiate vers l'hôpital.","L'appelant utilise 'kser yaddi' (bras/main cassé) et 'i-fedhr-as-tt' (il l'a fendu/écrasé), indiquant un traumatisme physique grave. La localisation est précise : 'Wad Ghir', 'les 2000', 'bloc 28' et le repère 'l'stade men ta7ta' (le stade par en bas). L'urgence est classée 'critical' à cause des cris de douleur persistants et de la détresse psychologique mentionnant ses enfants ('3andi zoudj sghar').",400annotations_local.csv
