text,label,label_id
"L7imaya madania allo? - Allo. - Allo oui. - L7imaya madania? - L7imaya madania n3am ih. - 3iyt tay7etna l'moto rana fi ma3 trig jijel m3a trig Melbou li tedi fJijel. - Trig Melbou li tedi Jijel? - Eh. - Dakheltu wilaya ta3 Jijel walla mazalkum fi Bejaia? - Awa, khrejna men Tinaire, dkhelna Melbou, ana m3a trig Melbou li tedi Jijel. - Eh wach kayen? - Tfol m3aya ndar galbu, ma9dersh yetnefes. - Ah, na3tik l'numéro ta3 Sou9 El Tenine t3ayet l'Sou9 El Tenine, medelhum l'adresse exact aa a3tini numéro ta3hum Rouh marki sifer reb3a wltathin sifer tes3a setta wtlathin teltach 034..ih.. 09 34..09..09 36 13 chuf 034 09 -36 13. - 13, 13. - 136 13 - Aywa. - Sa7a, sifer reb3a wltathin sifer tes3a setta wtlathin teltach - Aywah. - N3ayetlhum sa7a, sa7a.",high,1
"An3am les pompiers? .. An3am A dagi cabinet Dr Sahnoun c'est Dr. Sahnoun qui vous parle. Eh wachou la commune is3it a doctor? matchi a9lin dagi gu9bou, en face sbitar, à côté sbitar, Dr. Sahnoun, gastro Eh Ighliyi umudhin dagi lcabinet, un cas d'hypertension, il est impossible d'évacuer ilaq atruhedh ar les urgences Donc Dr. Sahnoun ge9bu yakhi ? Dr. Sahnoun, aqlin anda igela dagi touati zath l'hôpital la clinique d'urgence la cité des 24 logements, zath sbitar Eh, d'accord, parce que nukkni d-pompiers n Bgayeth, donc je ne connais pas Ah, les pompiers n Bgayeth le 14 eh ch7al fkiyid numéru les pompiers ne9vu asenla3ir? Aru7 034 18 .. arju Kan admarkir gla3nyak .. aru7 18 .. 18 .. 75 75 68 68 Yatik saha merci bien sa7a bon journée sa7a.",high,1
"Allo l'7imaya l'madania ma3akom? oui, mselkher Aselama Ila dayi yiwen umghar chou thyughen? Yiwen umghar ça va pas dayi d9i9a ighlid wa7id l'9ahwa Ighli est-ce que il est conscient? Ighli, ighli il n'est pas conscient ighli, ighli urgent isnufus normal? u3limghara ma isnufus 3limghara zrighth tura kan ighli zdat l'9ahwa l'9ahwa wa7id après l'université Terga D'accord Sa7a.",high,1
"L7maya lmadania ma3akum, an3am? aah S'il vous plaît ila dayi yiwen u9chich amezyan yeswa l'eau javelle Anida? Boukhiama La rentrée ni bach attkechmet ar Boukhiama ukser chwiya,avrid ni ger Boukhiama wa7id wa7id lgame3 nni imsawen D'accord d'accord est ce que idukh uqchich ayi?..",high,1
An3am? bakhir sbakhir l3afia labas ukyugh wayra? hamdoulilah nighak s3igh aa neki mehfod ya7yaoui mustapha amek se9aren s3igh thamgharth yema th7elkiyi uttcoupi ara agma outtcoupara..ih..allo allo sba7 lkhir bahkhir wechrak labas an3am? nighak ma s..labas hamdoulilah nighas s3igh thamgharth yema thttenagh deljiran th7elkiyi ma yella ma zemrem adasem arime7fuden me7fod ya7yaoui mustapha adasem aa..ime7foden menhu thetava3 menhu thtava3? bou7emza bou7emza..bou7emza a9vou negh seddouk? sedouk beni me3ouch ih akh akdefkegh numéro n bni ma3ouch la3iyasen ih marki marki numéro ach7al? 034 ih? 09 09 42..ih? 91.. d'accord a3tik sa7a sa7a,high,1
"Allo l7imaya lmadaniya ma3akoum? Oui mselkhir illa dayi 7ed dayi wa9ila idokh s'il vous plaît Dachou n tyughen? Idokh, i dokh. ganida madame? g tobal g tobal Wa7id djame3 tzalith g tobal est ce que isnufus? Khati isnufus idokh kan isnufus? idokh ighli gher l9a3a. D'accord Sa7a.",high,1
"Sba7 el khir Sba7 el khir Sba7 ennour. Les pompiers agma? - Les pompiers, oui. - Wallah dayi agma g thala Weriel, a9addus nwaman itertte9 kathen arigeni nugad tressiti nugad winna danger. - ih toura asenla3igh l l'ADE . ih wellah kathen arigeni nekni nugad erisque ih d lade adecoupen aman nekni ulach dachu asnekhdem da asenla3igh i l'ADE Sa7it. - Sa7a.",low,2
Allo l7imaya an3am? voix d’enfant,low,2
"Ay chifri numéro. wla.. i chifri Bien sûr i chifri Atiferej rebi sel lkhir gla3nayak rapide chwiya Matchi neki Matchi neki i nnan d les types d'interventions itcmwandin toura waken adtidekser zdakhel l'accident antichege3 ar dina c'est pas possible ta9chicht nni daren unter mli7 Tfehmdiyit ayargaz l3ali fehmerk Ayargaz l 9ima Akdyefk rebi lkhir Incha'Allah gla3nayak mastkhemem tawil atawith sinon parce que aternou atrajou chwiya , portant 3edant Sa3a rapide ah9reb teghli mli7 .. aa thoura lukan g mitlou3ad g khamiw lir s vehicule inou personnelle aktidawir mais aka lah ghaleb . Akibarek rebi Sa7it l Sa7it Sa7it rebi i3awnek.",high,1
vghighara adeyner -zmirtara ateynet aa - khati - ahlil hhh,low,2
"akham dighlin fellawn? akham dighlin fellangh i Anda exact? En face en face djame3 l'a3zib ben m3amar En face l'djame3 En face l'djame3 lan les blessés? Athan ttamgharth nni traumatisée chwiya Aya d'accord, sa7a, sa7a.",high,1
7imaya an3am allo aa athan dayi yiweth tametoth dayi g l'edimco dayi ghevrid amek? thewthitt la moto yiweth tametoth yiweth tametoth thewthitt aa dayi g l'edimco thewthitt la moto yiweth tametouth d'accord d'accord sa7a,medium,3
"ghourner ukhedam dayi ighli. Anda? En face direction Naftal. En face la direction wachou? Naftal, l'ancien parc matériel de construction. Fi Bir Slam a? Bir Slam eh . Achou thiwghen ? Wallah zrira agma yeghli kan inayak ttwa9er7er jiha n wouliw . Yeghli ? g wachou yeghli? Ah igighlara , ibed kan i9im ar taq , ithqra7 ar l'jiha n wulis. Ih, oumba3d toura It respirer ? Khati? ah itrespirer normal. Itrespirer? Ih. Eh donc conscient. Aweh , conscient, ichmed gher da gher l l'parc, itwa9ra7 g wul-is. D'accord agma. Donc la direction Naftal exact ithelit? En face En face la direction Naftal eh . En face? - en face la direction Naftal. - la salle de fêtes ikel akhi ? An3am ? - wahi la salle de fêtes ilan dina ?-Ih, zeth malikat ldjamal. D'accord agma pas de soucis. aya Sa7a.",high,1
l7imaya madania ? an3am ? 3endna berk wa7ed grave fi sou9 el tnine nedouh sbitar .. anisa? sou9 el tnine .. win exact ? lanta an3am .? lanta ? lanta eh kima lfirma .. wash bih seyed ? 3endou hema w sel3a much qader yemchi .. ah oui eh tela lota g sou9 el tnine ? .. d lota sou9 el tnine lanta eh .. lota lauta normalment lota eh lota .. ahya rebi eh .. lah a3tik sa7a eh win rakoum ntouma ? f chentille dakhel nkherjou lauta eh dakhel eh eh lota ay douk kifeh ra7 yelgawek ? an3am ? kifeh ra7 yelgawek ? .. kima 3end ldjame3 ta3 lauta nkherjou .. .ayweh trés bbien .. kayen djame3 ta3 slat tsenahoum tem ? eh tema rahou tema .. aya rou7 d'accord ok d'accord choukran .. sa7a .,medium,3
"l7imaya n3am?..Allo, Salam ou3likoum Esalam oura7ma gla3nayak neki idula3an tura fwina dayi g tonus ru7end? athan ttedund ghores aa d'accord parce que athan ittwa9reh mli7 wa9ila ttametothis.. D'accord Sa7it.",high,1
Allo oui? labass? voix d’enfant,low,2
Amek? nighak d papa..d9i9a kan d9i9a dachu a madame? nighak d papa il est diabétique..ih? itfith l virus ni 7achak la diarrhée wa7i diriran ihh gessva7 netta ittara umba3d 7achak la diarrhée..tura athan idukh ih athnawi l'hôpital uzmirenara threfden anda zedghed anda zedghed a madame? a9lagh g heddaden nezdegh g dernière étage anda g heddaden anda g heddaden ? g les 1000 les 1000 logement bâtiment ach7al? bâtiment g7 anda dezga g7? g7 wa7id commissariat ni?negh anda wa7i commissariat wa7i commissariat en face n waytnin en face primaire ni ..ah? allo? oui an3am dachu Denid en face ? en face le primaire Ila yiwen primaire en face ah d'accord adifegh 7ed ar vera adi3as dina adasem tout suite aa? toura ii..sa7it a3tik sa7a sa7a sa7a,high,1
Allo Allo salam a3likoum 3likoum salam war7matou lah Ça va aljar ? Labas 7amdulillah 7adarat el moudawama Allo,low,2
Allo? Allo? Allo? allo oui .. Wallah sem7art kan neghlet aya7viv ..Sa7it. iwech ketchi isilou3an ! voix d’enfant,low,2
Himaya lmadaniya allo? aaaa allo? alloo menhu papa papaak papaw sawalghas ipapaaa paaa iiiyy machi papak machi papaaak aaa? machi papak voix d’enfant,low,2
"L7imaya lmadaniya Allo, Allo Salam A3likoum ma Ma3lich adru7em oued Ghir thela l'accident dagi gar moto ak tomobil Anda exact g oued Ghir? A rond-point n oued Ghir a madame Rond-point oued Ghir wa7id dekhla nni? An3am ih umba3d Amek iblessé mli7 aa? Bu la moto nni aa iblessé ma d bu tomobil nni uthyugh kra D'accord toura dchey3egh l'ambulance Sa7it.",high,1
"7imaya an3am? Allô.. l 7imaya s'il vous plait asemd en urgence gh les 300 gh l feu rouge l'accident vraiment wa9ila mortel la moto wa7id tonobil, ach7al les blessés iyellan ?..a9lagh dayi gher l feu rouge direct..nek a9lin gkham, d'accord agma d'accord agma ..sa7a..sa7a ., Rapidement akunister Rebi l'accident vraiment mortel chwia.. d'accord sa7it , sa7a..activim chwia",critical,0
"l7imaya L'madania ma3akom an3am Euh ila dayi s'il vous plaît 7ed iterte9 dayi trisiti fellas Ganida? Dayi wa7id la ville dayi Iben Sina D'accord est ce que il est conscient l'3abd ayii? Khati machi mazalith akeni sous le choc tresiti niii chghel amakeni chghel ichoqué itboujiara D'accord, a madame a9lagh D'accord, sa7a.",high,1
L7aja kayi achu ttyughen ? ithehlek u3limeghara thetle9 tecomain wa9ila..nevgha ttnawi au moins as3elen kra sirome g la polyclinique anda ttla3it a9lin da g lekseur kan a9lin da zath la salle judo marki akdefkegh numéro le9seur a seyed dayi a9lik gevgayth akdefkegh numéro le9seur sfehmithen .. d'accord d'accord..ih ..fkiyid kan agma 034..034 82 82..aru7 82 35..35..64 negh 65 yiwen deg sen 64. ..negh 65 ih thura detfegh ih oki merci beaucoup sa7a beslama,high,1
"Salam wa3likoum .- Salam warhmatou lah - 7adaret kayen aaa accident hnaya f l'autoroute darbuwah f Boujlil, l'autoroute - Win? -Boujlil, f l'autoroute Bejaia . -Boujlil? - Boujlil eh f l'autoroute. - C'est bon, rana jayin tem aqlar ntedoud . - mazalu normalment 7ay. Rana 3eyitnalhoum sa fais 3endha wa7ed 40 minutes mahebouch - Qrib adelhe9 a9lar nttedoud - D'accord -Sa7it - sa7a 7adaret .",critical,0
"l7imaya an3am? Allo, Salam 3likoum Wa3leykoum Salam. Ah c'est les pompiers agma? vgayth ana3m. S'il vous plaît, c'est le directeur d'école Abdelfettah Tizi Wnida? g lécole Abdelfettah Tizi Tizi? Eh, ighliyi we9chich dayi.cheye3miyid l'ambulance Wina g tel3a ni? Wina ag tel3a ni ih D'accord, sa7a.",high,1
"l'7imaya lmadaniya f istima3 Allo, salam ou3likum Ma ma3lich drohem dhayi g Bgayeth exactement zath la résidence Milli yiwen yergha! Irgha g fous uk dwudem! Irgha amek? Irgha kfous? S le39al kan a3limghara imkhel l'wa9ila ismar l'essence fudmis ivgha thisregh imanis yakhi g Mili? An3am i zath la résidence ih D'accord toura dchey3egh l'ambulance.",critical,0
"Bache adibel3 tawourth irez outadhis, wa7id polyvalent irou7 adibel3 tawourth irez otadhis , Ah a9lin wa7id winna l'hôtel difénos? Winna l'hôtel-difénos, winna a7id cfpa ni aywah ,.. ih sa7a",high,1
"Allo l'7imaya l'madania? Oui l'7imaya l'madania A salam ou3likoum athan na ma3lich ad 3ijlem ila dagi l'7ri9 anda? g amizour anda exact g Amizour? A côté n winna, l'école supérieure Estin amek tech3el? Tech3el mli7? thech3el athan an3am thch3al mli7 atas ikhamen iglan dagi sont proche D'accord toura dchey3egh toura dchey3egh ma ma3lich ad 3ijlem ..d'accord i c'est un cas trés urgent sa7a.",high,1
7imaya n3am? allo salam 3likum salam ra7matou lah al jar thella l'accident dayi wa7id la branchement sin ghlind s la moto apparemment ideboiter yiwen deg sen ganissa ttla3it a seyed? a9lin la branchement boulimat gedged wa7id barage a9dim branchement amti9 boulimat an3am iii achu yellan exact a seyed? l'accident l'accident ghlind s la moto imanensen? ghlind iii iru7 adi douvlé aaa oki d'accord ih sa7it agma a3ziz activim chwiya parce que amaken .,high,1
"woulleh beghigh akomdsinyaligh yiwen u poteau dayi g boulevard. Hmm. woulleh athane zyes trisiti yezmer adi3el karitha. ab7al tedou , tedou g el khit ni . Anida? zerit anda iterte9 déja waytnin amek isetla3in les garages ni dina , ih,iterte9 aken dina el gaz negh amek ,ih , ih , voila dina exacte , wayi pour L'eclairage public? , An3am? l'eclairage public wayi a-poteau ayi?? , voila l'eclairage public ih , . D'accord ih , ok. e atafet l'kiosk, ombe3d coiffeur, omb3ed premier poteau negh deuxième. Ok. Yer7am waldikoum . Sa7a.",low,2
L7imaya lmadaniya ma3akum? euuh ila dayi yiwen ighra9 dayi g zigwat Omba3d nsufghithid mais mazal akeni ur dikwal ara D'accord Eh ma maalich rapide attazlem yeghre9? Yeghre9 nsufrithid eh D'accord a9lagh Sa7a.,high,1
L7im allo salam 3likum chorta ta3na 3endna machi chorta goutlek goutlek DIRI 17 diri 18 ndir 18 17 17 DIRI 17 goutlek hebes chweya wina mab9a nigham 3el 17 rah nhebsou chouf rah nhebeskum dok rah nhebeskoum Ih 7ebsi DIRI wach hebiti ayaaa qeee,low,2
"akhir An3am? ahh s3igh un cas urgent transportable thoura d tviv n khlil 3amran iyidifkan une lettre Dayi g la cité cmn an3am? bloc D3 cas d'urgent attawigh ar les urgences bon, ahhh , attsevret aka wahed n 20 minute ayamdakel plus iwach wachou pas disponible ah? ih welah pas d'ambulance disponible pour le moment ! chouf ahh ? Wa7ed n 20 minute ? ih eemm 20 aka agdenla3i mouhim ahh ma yella kra agd3iwdagh agdla3igh inchalah yarva7 aka? Jit ken dina zar kechi amk ah khati neki impossible nest pas tronsi médecin iyidinan l'ambulance médecin iyidinan impossible attawigh s3igh tomobile mais impossible l'adresse anida ? .. cité cns dayi bark à côté la clinique sidi hmed ahh cité cns bâtiment D3 amezwar ni zath wina n la douane c quelle nom ? ahh alors depoute an3am? madame beztoute beztoute ahh? Ih beztoute ih ..d'accord al mouhim aywa9th ig denderiger idendereger l'ambulance agden je vais ehh ishel awa khati c facile c'est à dire au lieu au lieu adikchem ar la cité ni n la police clôturer adikchem ar citer cns premier batiment ih khati zrigh khati nighak ttema aywa9th ig dederigigh l'ambulance agdla3igh ak? d'accord ok sa7a sa7a",high,1
"Allô l7imaya Allo ? Oui les pompiers Bgayet an3am? salam 3likoum. Wa 3alaykum assalam. tamgharth yemma theghli g kham, cité CNS. Wallah ma slighaked agma? ghouri thamgharth n yemma theghli g kham. oui, anida? Cité CNS bâtiment 3. Anida? Cité CNS. Cité CNS bâtiment 3? Bâtiment 3, ih. Ikhi lwa7id Sidi Ahmed policlinique kan ? Policlinique n cité CNS, ih. Ihi policlinique sur la droite? À droite ih, l'bâtiment thimeqranin nni Ah d'accord. Wachu la famille a seyed ? Wachu la famille ? Khecha. A? Khecha. Khecha ih Khecha. D'accord. Igla3nayak ezlem chwiya akayi . D'accord sa7it barak lahu fik Sa7a sa7it. 3asared kan dina toura akdchey3er l'ambulance d'accord sa7a",high,1
"Allo oui l7imaya lmadaniya? - Allo, salam a3likoum Ma ma3lich ? Ad ruhem un cas urgent d yiweth tmetouth elle a fait un malaise grave - Anda? G l'marché n Bgayeth centre Anda l'marché n Bgayeth centre ayi? - Bejaia centre, ih. - L'marché anda exact? g marché g vgayeth Bejaia centre Ih, d'accord toura dchey3egh l'ambulance.",high,1
3edna Wa7ed mkeser fiker3ih.. kifach?..Wa7ed mkeser fiker3ih.. wach m'en placa akhouya ? ..a3emriw a3emriw? ii a3mriw lactel dakhel L'ecole? aha bera beraa Wa7ed ljama3 negh aniii ? ..kifaaah? zath ljama3?? aaa? ihhh teht swada ljama3 iii.. d'accord a khouya ii sa7it sa7it sa7a..sa7it,high,1
"Allo? la3nayak a mon frere thussamd ar helil negh mazal? Amek? A helil a helil démarimd negh khati? Demarind ihh Oued ghir ar Oued ghir s'il te plait inasen rapide chwiya Il est conscient pour le moment, il est bien recuperante mais ur nezmir ara an7arrek negh thentoucher. Bon je suis un Infirmier, mais je peux pas toucher akka. Il n'y a pas d'hémorragie, il n'y a rien, il est conscient hedregh yides pour le moment, je ne sais pas Lazem de les pompieres n oued ghir 3elitt en sécurité Ur zmiret ara athan en position , je peux pas le toucher comme ça Nighak 3elitt en sécurité donc les véhicules de toute sécurité,khati les véhicules khati a9lin aaa khati a9lin aa ih ih sa7a d'accord a khouya sa7a.",high,1
"gla3nayak athen tertqen waman dayi gel batiment la résidence Belkour - Anda ? g le9sser ? Ansi tsawalet a madame? -Belkour-anda? allo ? allo ? a madame fred ar bera oumdesalrara , allo ? oulach reseau Allo -Allo - An3am a madame an3am - nirakd athen dayi g la résidence Belkour g Quatre Chemins! athen dakhel les batiments yterte9en waman C'est une catastrophe!- g lbloc aa ? - g l'bloc ih athen nugad toura trisiti- ih Anda exact a madame g Quatre Chemins dayi g Bgayeth aa? -G Bgayeth g bgayeth ih la résidence Belkour! -Belkour wahid souq l'mal ?- Wallah anda khedmen les combat ikraren - Ih -ih dayi wallah c'est une catastrophe, sousem kan - Toura anla3i i les DMIA a madame - Voilà Nugadh toura trisité daya kan inougadh - eh Anla3i i les DMIA aman anla3i i les DMIA- D'accord, d'accord, merci, akouni3in rebi - Sa7it a madame.",high,1
"Allo anna li déclarilkum 3la les potaux cha3let fihoum nar hkadaya ih F boulvard les potaux rahum kaynin plusieures potaux mdakhnin, fihum dekhan, cha3let fihoum nar ih d'accord ih Tsema kayen 3 potaux , dork ana tala3 m3a la route hadi f boulvard hnaya, 3 potaux cha3let fihum nar hekadaya ih d'accord ..aya d'accord salam a3likoum",low,2
Aahh a9lagh g l'edimco amek iseman iwmekan ayi? Cité le9la cité le9la? athan g véhicule ni iru7 évanoui ih dakhel véhicule igella? véhicule daglas iru7 ivanoui ih zdakhel véhicule iyella? machi g le véhicule les coussins ar defir ireya7 dina kan thetfith d'accord lwa7i cite le9la igellan exact ? Adkechmen Wa7id l'pont ni l'pont ni ar l'pont ni Exact illigh.. aya d'accord ih d'accoord athan isufughed aaa d'accord d'accord..isufughed idamen Ih daccoord,critical,0
"Allo l7imaya? rani ghalet,rani ghalet khoya Sa7a madame, sa7a.",low,2
"L7imaya lmadaniya f listima3 oui? L7imaya lmadaniya ma ma3lich ad ru7em tura er sddou9 exactement g M'cisna Athan thkar thmesth deg yiwen n tomobile dayi Dachu illan? Tomobile amek? Teker thmes Theterte9? Uterte9 ara mais athan hacha devda thmesth thekar dges ma ma3lich ad 3ejlem chwiya ahath attemne3. Tzemrem, tzemrem attbe3dem syina tant que d nel7a9 ih Be3dem sinna ou dmem kan le7wayej nwen kan tbe3dem sina toura dnas D'accord, d'accord a madame.",high,1
"esm3, quartier sghir urgent labouda athen tech3el thmest dina g L7anutt gel L7anutt? wa7id les taxis aa ? .. aa ? wa7id i taxieur ni dhina? eh le grand boulevard Aya d'accord grand boulevard d'accord, aghesbem chwiya d'accord, sa7a.",high,1
"Bgayet. Allô, raghak chmini di Boumled, ns3a grave l'primaire. dachou ilan ? nes3a ighliyi yiwen din ghourner chemini Boumlal. Village Boumlal? Ih grave ih grave. Amek grave? Amek ighli? iss3a les crises des jours yakan. c'est un pileptique? eh athen ighli din. g ubrid negh g kham? g ubrid, g ubrid zath washo? l'primaire, ijer7ed kulech. L'primaire? Eh D'accord a seyed Ok.",critical,0
"oui , Allo. An3am, oui. Salam ou3likoum , les protections? An3am, ih. aki3eyech rebi nes3a yiwen dayi igheli g el 9ahwa, a9lagh g la placette n oued ghir , oued ghir ouad ghir? Ih, Ouad ghir agma, dina en face la poste n'Oued ghir, ih. La poste kan dina , la poste ni 9elagh dina en face le9ahwa ni g la poste . Eh, elmouhim, l'ambulance nsen atan dayi g begayeth , atrohed ar dina . atewlen chwiya , atwlen ih .",high,1
Ama thawded ar la gendarm la gendarmerie ma3lich ma3lich d9i9a kan a madame awid kan anemssfham amdefkegh numéro n Hellouane nuthni snen a secteur ni khir inou aa numéro n Hellouane ih numéro n les pompiers ndina est ce que ih d'acord parce que walagh lgaz ittedu ljiran ak fghend ufhimenara ak dachu nek argaziw Bach ad iru7 ardina la larme n gaz daylam? Ar ghorem ih ghorsen dina g helouan gekham ni n helouan esque Ila win Ilan gekham ni ngh khati? vide khati vide Ila vide mais ljiran ak je3ren parce que thettsonné la larme ttema la larme ayi g kham nwen ma3lich siwlasen i numéro Ayi n helouan aka? Marki 030 030 zemred asentesawled kechi g la3nayak? uzrighara amek asenesfehmegh parce que iila9 asenefkegh asenla3igh neki asenefkegh numéro inem ad d'accord d(accord kifkif c'est La même chose 030 20 arjud aa 030 umba3d..30 20 19 42 42 ? ih d'accord merci beaucoup sa7it a madame..sa7a,medium,3
"Allo? - Les pompiers?- Les pompiers, oui.- gla3nayak l'bloc C5. -Amek? -Une urgence au bloc C5, Ihadaden, 2000 logements.- C5 2000 logements, dachu yellan? - une urgence akh-ti, je sais pas Qu'est-ce qui se passe? Il arrive pas à respirer. -Amek? -On ne sait pas, nirakd il arrive pas à respirer.- Anida-exact? -athen da g kham- 2000 logements C5,- bloc C5, bloc C5. - Anda lan lycée fkiyid kan repère? Wahi l'commissariat a ? , -win ikhedmen les plaques n tonobilath , juste à côté. -Côté ni Royal? -Eh, côté Royaleh - Aya d'accord, d'accord. sa7a - Rapide, rapide, -aghdi3as yewen g bera d'accord? - Sa7a -sa7a",high,1
coiffeur ni Paname dayi.. bou ye9vach ni .. restaurant daily planet..Anda a seyed anda? .tobal ? G aamriw ? ..wa7i souq El fella7 ..dayi g chri3a ?..an3am ih..la banque AGB Tina dayi wa7id wa7id l'hôtel chri3a..la descente ni.. d'accord d'accord ih. Ih wellah ar Tura igeghli dayi rapide chwia en urgence ..sa7a ..sa7a..,high,1
Allo Azul Azul Allo An3am Allo An3am Allo Allo Allo Allo,high,1
Gla3nayak ma thzemret adaset la résidence therga ouzemour therga ouzemour ih agla3nayak nes3a une urgence vraiment tha9chichth thehlekk mlli7 ih adekchem l'ambulance ayttidchek3en ayargaz l3ali ih fehmegh parce que zgeli Denid adekchem l'ambulance ayttidchek3en aa ih iwakn aydeksegh l'ambulance g Ayttideksgh di l'accident wayenttidcheg3egh d l'accident ni igellan grave mais tha9chichth ah9 rebi ar thentar thentar lant kra la7wayej uzmiregh ara ayentidesfehmegh amek ile7unt ketchini thenidiyud nekni n enregistrik mechki dekchem l'ambulance ayttidenchege3 d'accord agma sa7it aya3ziz..sa7it sa7 sa7a.,high,1
"Allo sba7 l'khir - sba7 l'khir. -Les pompier? -Les pompier n Bgayeth oui. -wellah Parce que nlou3ar oulach bghigh au moin ay torientit nes3a un malade yeghli dag g l'village Bouhathel Toudja. -Eh. -Il faut le transporter- amek yeghli ? fhimghara amek ighli - yeghli yeghli g kham -yeghli g kham - oumba3 il peut pas bouger ikel . -Yeghli talement ihlek negh yeghli iblessé ? achou tebrit atinit ? - Yeghli, yeghli, yeblessé ih - D'accord. Toudja, akken? -Toudja, village Bouhathel.-Bouhathel akdeker rouh kan marki akdeker numéro - An3am ? - akdeker numéro n les pompier le9 ..wayetnin n Oued Ghir Bouhatel -Oued Ghir eh- eh ner le9ser Akdefker numéro n le9ser - eh .- eh rouh marki marki numéro nsen 034 -034 -82 -82 -35-35- 65-65. -sa7it - 034 82 35 65 - a3tik sa7a agma.-Bon courage, sa7a.",high,1
"Salam 3likoum ..salam warhmat lah azul cava C'est docteur Hakimi. 3eddigh tura s cité Monja, zrigh un patient, un patient il est dans un état grave chwiya .. ehi cest un vieux, il désature, i7waj l'oxygène, la respiration il respire difficilement. Il est inconscient. Tura zrigh les parents ines parce que lu3and tura, apres la3ighed nekki. ag d s3eddigh les parents ines It7waj un transport vers l'hôpital en urgence i kechi achu itkhedmed D tabib ? nek 3edaghd sina lu3aniyid naniyid ma zemred attezred la situation privé Roher zrigh, roher zrighth ouffir l'état ines, l'état ines dégradé Ah d'accord athaya l'parent ines agds3edir ok Allo ? An3am azul fellak. Azul. oui ..l'arée ni Terminus Monja, deffir l'bâtiment nni kan akayi ay dafedd dinna. A g terminus Monja ? Terminus thela l'park nni dina tella yeweth l'bâtiment dinna. Terminus Monja El mouhim, tura chu l'bâtiment ner el mouhim attan tjr g terminus Terminus Eih C'est quelle nom ? Afia. .. Afia, eih bon, numéro machi daglak?.. khati, matchi d wayi ..fkiyid numero marki numéro Eih chhel ? 05 58 iheh..06 aywah 15 39 Ok d'accord, akidnaf dina g terminus Aydafem dina D'accord saha .. saha .",high,1
"Agent: Allo l'7imaya l'madaniya, l'7imaya l'madaniya oui? Euh, asalam ou3likoum. Agent: Oui? M3lich ad ru7em nes3a yiweth tmettouth theghli dayi thes3a un malaise? Agent: Eh, anda? g tichy, g tichy. Agent: Anda exactement? Quartier Tichy exactement à la rue inondée. Agent: À rue inondée? Eh, m3lich ad-ta3jlem chwiya. Agent: D'accord, eh, toura adchey3er l'ambulance, one3limara achou itiwghen Agent: d'accord.",high,1
"michel? Wachou l bâtiment..? L bloc..a4..a4 ? A4 200 logements ..wachou l'étage ? 4eme étage thawurth 97..donc Imanik ithett3ichet akhi ? An3am ? Imanik ithett3ichet..ih a9lin imaniw actuellement ih..Aya d'accord..thura asnla3igh i les pompiers n le9ser.. Nchalah, ..sa7a..Barak allahou fik..",high,1
"L'7imaya l'madaniya f l'istima3. L'7imaya l'madaniya ma ma3lich adassm ar dayi dagi la salle de sport ni dagi g'stade yakan l'stade. Ih, dachu yellan? Ad yiweth te9chichth dagi gesvah tared une3limara dachu ttyughen. D'accord, ih, d'accord.",medium,3
"7imaya An3am allo Allo, 7imaya An3am allo Allo",low,2
"Allo l7imaya? - Oui- dachou dachou tebrit ? - S'il vous plaît ness3a yiweth teqchichth thella normal d9i9aa kan 3ujen ifassniss ditarniss , uthezmirara meme pas attved thella theqim uthezmirara meme pas attved . - Convulsé? Anida l'adresse anida? - Sarwal therga ouzemour - sarwal anita ljiha wahi t7anut ni wahi l'Elya7i?. - ta7anut ni l'Elya7i aternut chwiya atafet la descend ni -chouf l'premier impasse ni ner le deuxième impasse? - Premier - Premier impasse donc wa7id les Chabbounni, riya7i dhinna imsawen? - khati khati, ttallitara imsawen tezrit ta7anut nni ih aternut atteddut chwiya rzath atafet a -.l'vulcanisateur-nni. - O3limrara ma ila tessnet ila dina yiwen électricité auto? atatret wahi ou3limrara ma ila atkhem les amom ikel - eh eh les amom wahid ighzer nni ? anda ilan imendil ? ..Wa7id ighzer nni atafet deux chemins, atafet yiwen la piste, en tout cas d la piste, alid attafet akham imoug blanc, da3layan blanc. - Wachu la famille? Wachu u la famille? - Smaili, ouhentessintara 3elmer oussintara Smaili. - Smaili -lmouhim - Ila hed adi3as dhinna? Ur tqeliqara , ila 7ed adi3assen dhinna?. - ih Tura attafet thaqchicht berra. - C'est bon, thoura amdchey3er l'ambulance, ok. - D'accord, sa7it.",high,1
