Chemin,Transcription
‪E016_P03_5.wav,Yough-dh apourthabl ajdhidh
‪E016_P04_1.wav,p
‪E016_P04_2.wav,Plasthik
‪E016_P04_3.wav,Poutajir
‪E016_P04_4.wav,Isett l9ahwa dheg oufendjal n plasthik
‪E016_P04_5.wav,Thetchour apoutajir dh i9bach
‪E017_P05_1.wav,p
‪E017_P05_2.wav,Apipri
‪E017_P05_3.wav,Rapidh
‪E017_P05_4.wav,Ikhedem apipri kan
‪E017_P05_5.wav,Tt3edayen wousan rapidh
‪E017_P06_1.wav,p
‪E017_P06_2.wav,Lpounya
‪E017_P06_4.wav,Yeweth-ith s lpounya s a9erouy
‪E018_P01_1.wav,p
‪E018_P01_2.wav,Achapoun
‪E018_P01_3.wav,Apaki 
‪E018_P01_4.wav,Yelsa achapoun dh aberkan
‪E018_P01_5.wav,Apaki n doukham i yettfaka I was
‪E018_P02_1.wav,p
‪E018_P02_2.wav,Aparasyou
‪E018_P02_3.wav,Apoulis
‪E018_P02_4.wav,Thekhdhem aparasyou i thit-is
‪E018_P02_5.wav,Thetef-dh thpoulisth win yenghan
E020_P03_1.wav,p
E020_P03_2.wav,Apoutajir
E020_P03_3.wav,Apourtabl
E020_P03_4.wav,Theger lmakla gher poutajir
E020_P03_5.wav,Yough-dh apourthabl ajdhidh
‪E020_P04_1.wav,p
‪E020_P04_2.wav,Plasthik
‪E020_P04_3.wav,Poutajir
‪E020_P04_4.wav,Isett l9ahwa dheg oufendjal n plasthik
‪E020_P04_5.wav,Thetchour apoutajir dh i9bach
‪E021_P05_1.wav,p
‪E021_P05_2.wav,Apipri
‪E021_P05_3.wav,Rapidh
‪E021_P05_4.wav,Ikhedem apipri kan
‪E021_P05_5.wav,Tt3edayen wousan rapidh
‪E021_P06_1.wav,p
‪E021_P06_2.wav,Lpounya
‪E021_P06_4.wav,Yeweth-ith s lpounya s a9erouy
‪E022_P01_1.wav,p
‪E022_P01_2.wav,Achapoun
‪E022_P01_3.wav,Apaki 
‪E022_P01_4.wav,Yelsa achapoun dh aberkan
‪E022_P01_5.wav,Apaki n doukham i yettfaka I was
‪E022_P02_1.wav,p
‪E022_P02_2.wav,Aparasyou
‪E022_P02_3.wav,Apoulis
‪E022_P02_4.wav,Thekhdhem aparasyou i thit-is
‪E022_P03_1.wav,p
‪E022_P03_2.wav,Apoutajir
‪E022_P03_3.wav,Apourtabl
‪E022_P03_4.wav,Theger lmakla gher poutajir
‪E022_P03_5.wav,Yough-dh apourthabl ajdhidh
‪E022_P04_1.wav,p
‪E022_P04_2.wav,Plasthik
‪E022_P04_3.wav,Poutajir
‪E022_P04_4.wav,Isett l9ahwa dheg oufendjal n plasthik
‪E022_P04_5.wav,Thetchour apoutajir dh i9bach
‪E022_P05_1.wav,p
‪E022_P05_2.wav,Apipri
‪E022_P05_3.wav,Rapidh
‪E022_P05_4.wav,Ikhedem apipri kan
‪E022_P05_5.wav,Tt3edayen wousan rapidh
‪E022_P06_1.wav,p
‪E022_P06_2.wav,Lpounya
‪E022_P06_4.wav,Yeweth-ith s lpounya s a9erouy
‪E023_P01_1.wav,p
‪E023_P01_2.wav,Achapoun
‪E023_P01_3.wav,Apaki 
‪E023_P01_4.wav,Yelsa achapoun dh aberkan
‪E023_P01_5.wav,Apaki n doukham i yettfaka I was
‪E023_P02_1.wav,p
‪E023_P02_2.wav,Aparasyou
‪E023_P02_3.wav,Apoulis
‪E023_P02_4.wav,Thekhdhem aparasyou i thit-is
‪E023_P03_1.wav,p
‪E023_P03_2.wav,Apoutajir
‪E023_P03_3.wav,Apourtabl
‪E023_P03_4.wav,Theger lmakla gher poutajir
‪E023_P03_5.wav,Yough-dh apourthabl ajdhidh
‪E023_P04_1.wav,p
‪E023_P04_2.wav,Plasthik
‪E023_P04_3.wav,Poutajir
‪E023_P04_4.wav,Isett l9ahwa dheg oufendjal n plasthik
‪E023_P04_5.wav,Thetchour apoutajir dh i9bach
‪E023_P05_1.wav,p
‪E023_P05_2.wav,Apipri
‪E023_P05_3.wav,Rapidh
‪E023_P05_4.wav,Ikhedem apipri kan
‪E023_P05_5.wav,Tt3edayen wousan rapidh
‪E023_P06_1.wav,p
‪E023_P06_2.wav,Lpounya
‪E023_P06_4.wav,Yeweth-ith s lpounya s a9erouy
‪E024_F01_1.wav,f
‪E024_F01_2.wav,Fer
‪E024_F01_3.wav,Fi
‪E024_F01_4.wav,Yefer daw oukersi
‪E024_F01_5.wav,Thefi-dh aman adh thesiredh
‪E024_F02_1.wav,f
‪E024_F02_2.wav,Founzer
‪E024_F02_3.wav,Ferfer
‪E024_F02_4.wav,Yefounzer-dh seg le7mou
‪E024_F02_5.wav,Yeferfer ougtit i dh-tfegh thaseb7ith-a
‪E024_F03_1.wav,f
‪E024_F03_2.wav,Fares
‪E024_F03_3.wav,Nfou
‪E024_F03_4.wav,Fares lwaldhin ou9bel adh ifath l7al
‪E024_F03_5.wav,Nfan-th wath thadarth-is
‪E025_F04_1.wav,f
‪E025_F04_2.wav,9fel
‪E025_F04_3.wav,9fez
‪E025_F04_4.wav,9fel thawourth dhefir-k
‪E025_F04_5.wav,Ye9fez dheg lakoul
‪E025_F05_1.wav,f
‪E025_F05_2.wav,Rfedh
‪E025_F05_3.wav,Sefregh
‪E025_F05_4.wav,Therfa-dh sin waraw-is ghef yighil-is
‪E025_F05_5.wav,Yera-tt rebi 7acha ghef ousefregh
‪E025_F06_1.wav,f
‪E025_F06_2.wav,7nounef
‪E025_F06_3.wav,Keyyef
‪E025_F06_4.wav,Yette7nounouf ghef siman
‪E025_F06_5.wav,Yettkeyyif apaki n dhoukhan I was
‪E025_F07_1.wav,f
‪E025_F07_2.wav,7eyyef
‪E025_F07_3.wav,Ighzif
‪E025_F07_4.wav,Th7eyyef irbiben-is dheg wayen yelan
‪E025_F07_5.wav,Adh yeseghzef rebi dhi la3mer-ik
E025_F08_1.wav,f
E025_F08_3.wav,Fi7el
E025_F08_4.wav,La3i-tt kan adh thchenef
E025_F08_5.wav,Fi7el zyadha lehdhour
‪E026_F09_1.wav,f
‪E026_F09_2.wav,Fesous
‪E026_F09_3.wav,Thoufgha
‪E026_F09_4.wav,Ayen zayen fel-am fesous fel-i
‪E026_F09_5.wav,Thekrah thoufgha sbe7
‪E026_F10_1.wav,f
‪E026_F10_2.wav,Lfal
‪E026_F10_3.wav,Ifer
‪E026_F10_4.wav,Thefka-as-dh lfal aken adh therbe7 lbak
‪E026_F10_5.wav,Thserkem-dh ifer n na3na3
‪E026_F11_1.wav,f
‪E026_F11_2.wav,Thafaweth
‪E026_F11_3.wav,Afous
‪E026_F11_4.wav,Yetchour ouserwal thifawthin
‪E026_F11_5.wav,Afous dheg oufous wala adh nefk afous
‪E027_F12_1.wav,f
‪E027_F12_2.wav,Afertas
‪E027_F12_3.wav,Afroukh
‪E027_F12_4.wav,Ye9el dh afertas aken mazal-ith mezi
‪E027_F12_5.wav,Yegra-dh yiwen oufroukh yetcha-th oumchich
‪E027_F13_1.wav,f
‪E027_F13_2.wav,Afzim
‪E027_F13_3.wav,Afendjal
‪E027_F13_4.wav,The9en afzim ghef oudhar-is
‪E027_F13_5.wav,Thoughedh thezdhina n yifoundjoula
‪E027_F14_1.wav,f
‪E027_F14_2.wav,Lfer7
‪E027_F14_3.wav,Azlaf
‪E027_F14_4.wav,Yezha woul-is asa dh lfer7 n mi-s
‪E027_F14_5.wav,Thfouk themgharth seg ouzlaf
‪E027_F15_1.wav,f
‪E027_F15_2.wav,Aglaf
‪E027_F15_3.wav,Akerfaf
‪E027_F15_4.wav,Youfa aglaf n thzizwa sdhath n oukham
‪E027_F15_5.wav,Yetcha aghroum aken dh akerfaf
‪E028_J11_1.wav,j
‪E028_J11_2.wav,Thajma3th
‪E028_J11_3.wav,Thijoujar
‪E028_J11_4.wav,Thetchour thejma3th dh irgazen
‪E028_J11_5.wav,Fghenth-as-dh thjoujar dheg ou9ejar-is
‪E028_J12_1.wav,j
‪E028_J12_2.wav,Thifejghelth
‪E028_J12_3.wav,Ajirmet
‪E028_J12_4.wav,Yetcha thifejghelth n ibawen
‪E028_J12_5.wav,Yett3ich oujirmet dheg wakal
‪E030_F01_1.wav,f
‪E030_F01_2.wav,Fer
‪E030_F01_3.wav,Fi
‪E030_F01_4.wav,Yefer daw oukersi
‪E030_F01_5.wav,Thefi-dh aman adh thesiredh
‪E030_F02_1.wav,f
‪E030_F02_2.wav,Founzer
‪E030_F02_3.wav,Ferfer
‪E030_F02_4.wav,Yefounzer-dh seg le7mou
‪E030_F02_5.wav,Yeferfer ougtit i dh-tfegh thaseb7ith-a
‪E030_F03_1.wav,f
‪E030_F03_2.wav,Fares
‪E030_F03_3.wav,Nfou
‪E030_F03_4.wav,Fares lwaldhin ou9bel adh ifath l7al
‪E030_F04_1.wav,f
‪E030_F04_2.wav,9fel
‪E030_F04_3.wav,9fez
‪E030_F04_4.wav,9fel thawourth dhefir-k
‪E030_F04_5.wav,Ye9fez dheg lakoul
‪E030_F05_1.wav,f
‪E030_F05_2.wav,Rfedh
‪E030_F05_3.wav,Sefregh
‪E030_F05_4.wav,Therfa-dh sin waraw-is ghef yighil-is
‪E030_F06_1.wav,f
‪E030_F06_2.wav,7nounef
‪E030_F06_3.wav,Keyyef
‪E030_F06_4.wav,Yette7nounouf ghef siman
‪E030_F06_5.wav,Yettkeyyif apaki n dhoukhan I was
‪E030_F07_1.wav,f
‪E030_F07_2.wav,7eyyef
‪E030_F07_3.wav,Ighzif
‪E030_F07_4.wav,Th7eyyef irbiben-is dheg wayen yelan
‪E030_F07_5.wav,Adh yeseghzef rebi dhi la3mer-ik
‪E030_F08_1.wav,f
‪E030_F08_2.wav,Chenef
‪E030_F08_3.wav,Fi7el
‪E030_F08_4.wav,La3i-tt kan adh thchenef
‪E030_F08_5.wav,Fi7el zyadha lehdhour
‪E032_F01_1.wav,f
‪E032_F01_2.wav,Fer
‪E032_F01_3.wav,Fi
‪E032_F01_4.wav,Yefer daw oukersi
‪E032_F01_5.wav,Thefi-dh aman adh thesiredh
‪E032_F02_1.wav,f
‪E032_F02_2.wav,Founzer
‪E032_F02_3.wav,Ferfer
‪E032_F02_4.wav,Yefounzer-dh seg le7mou
‪E032_F02_5.wav,Yeferfer ougtit i dh-tfegh thaseb7ith-a
‪E033_F03_1.wav,f
‪E033_F03_2.wav,Fares
‪E033_F03_3.wav,Nfou
‪E033_F03_4.wav,Fares lwaldhin ou9bel adh ifath l7al
‪E034_F04_1.wav,f
‪E034_F04_2.wav,9fel
‪E034_F04_3.wav,9fez
‪E034_F04_4.wav,9fel thawourth dhefir-k
‪E034_F05_1.wav,f
‪E034_F05_2.wav,Rfedh
‪E034_F05_3.wav,Sefregh
‪E034_F05_4.wav,Therfa-dh sin waraw-is ghef yighil-is
‪E034_F05_5.wav,Yera-tt rebi 7acha ghef ousefregh
‪E035_F06_1.wav,f
‪E035_F06_2.wav,7nounef
‪E035_F06_3.wav,Keyyef
‪E035_F06_4.wav,Yette7nounouf ghef siman
‪E035_F06_5.wav,Yettkeyyif apaki n dhoukhan I was
‪E035_F07_1.wav,f
‪E035_F07_2.wav,7eyyef
‪E035_F07_3.wav,Ighzif
‪E035_F07_4.wav,Th7eyyef irbiben-is dheg wayen yelan
‪E035_F07_5.wav,Adh yeseghzef rebi dhi la3mer-ik
‪E037_F10_1.wav,f
‪E037_F10_2.wav,Lfal
‪E037_F10_3.wav,Ifer
‪E037_F10_4.wav,Thefka-as-dh lfal aken adh therbe7 lbak
‪E037_F10_5.wav,Thserkem-dh ifer n na3na3
‪E041_T04_1.wav,th
‪E041_T04_2.wav,Thinegnith
‪E041_T04_3.wav,Thilifoun
‪E041_T04_4.wav,Igen thinegnith
‪E041_T04_5.wav,S thilifoun kan i yettsousoum
‪E041_T05_1.wav,th
‪E041_T05_2.wav,Thrisithi
‪E041_T05_3.wav,Thafawett
‪E041_T05_4.wav,Theweth-ith thrisithi
‪E041_T05_5.wav,Ikhdhem thafawett ouserwal-is
‪E041_T06_1.wav,th
‪E041_T06_3.wav,Ttejra
‪E041_T06_4.wav,Ye9im thiremtt yidh-i
‪E041_T06_5.wav,Gezmen ttejra sdhath wekham
‪E042_T07_1.wav,th
‪E042_T07_2.wav,Atheyyou
‪E042_T07_3.wav,athrikou
‪E042_T07_4.wav,Theweth-ith yema-s s outheyyou n lgaz
‪E042_T07_5.wav,Yewsekh outhrikou-ynes
‪E042_T08_1.wav,th
‪E042_T08_2.wav,tta9
‪E042_T08_3.wav,thefa7
‪E042_T08_4.wav,Yerza tta9 n thkouzinth
‪E042_T08_5.wav,Thefa7 yelha i widh youdhnen sker
‪E042_T09_1.wav,th
‪E042_T09_2.wav,Thmanya
‪E042_T09_3.wav,thismin
‪E042_T09_4.wav,Thmanya isegasen our dh-ye9il gher thmourth
‪E042_T09_5.wav,Thismin i th-yesta3fen
‪E042_T10_1.wav,th
‪E042_T10_2.wav,Athezdham
‪E042_T10_3.wav,Athrakthour
‪E042_T10_4.wav,Irou7-as outhezdham-is i setti
‪E042_T10_5.wav,I3eba-dh azemour-is dheg outhrakthour
‪E043_T01_1.wav,th
‪E043_T01_2.wav,Thbe3
‪E043_T01_3.wav,Th7ef
‪E043_T01_4.wav,Yethbe3-ith almi dh akesar
‪E043_T01_5.wav,Lkhedhma-ines thett7ef
‪E043_T02_1.wav,th
‪E043_T02_2.wav,Thle9
‪E043_T02_3.wav,Thou9eth
‪E043_T02_4.wav,Ye3ya seg oukhedim yethle9 adh yestha3fou kra
‪E043_T02_5.wav,Yettou9eth i9el ithewzan a9entar
‪E043_T03_1.wav,th
‪E043_T03_2.wav,ttewthew
‪E043_T03_3.wav,Thel9a
‪E043_T03_4.wav,9imenth lwa7i ttewthiwenth ghef meden
‪E043_T03_5.wav,Igzem-dh thel9a legraf
‪E044_T04_1.wav,th
‪E044_T04_2.wav,Thinegnith
‪E044_T04_3.wav,Thilifoun
‪E044_T04_4.wav,Igen thinegnith
‪E044_T04_5.wav,S thilifoun kan i yettsousoum
‪E044_T05_1.wav,th
‪E044_T05_2.wav,Thrisithi
‪E044_T05_3.wav,Thafawett
‪E044_T05_4.wav,Theweth-ith thrisithi
‪E044_T05_5.wav,Ikhdhem thafawett ouserwal-is
‪E044_T06_1.wav,th
‪E044_T06_2.wav,thiremtt
‪E044_T06_3.wav,Ttejra
‪E044_T06_4.wav,Ye9im thiremtt yidh-i
‪E044_T06_5.wav,Gezmen ttejra sdhath wekham
‪E044_T07_1.wav,th
‪E044_T07_2.wav,Atheyyou
‪E044_T07_3.wav,athrikou
‪E045_T08_1.wav,th
‪E045_T08_2.wav,tta9
‪E045_T08_3.wav,thefa7
‪E045_T08_4.wav,Yerza tta9 n thkouzinth
‪E045_T08_5.wav,Thefa7 yelha i widh youdhnen sker
‪E045_T09_1.wav,th
‪E045_T09_2.wav,Thmanya
‪E045_T09_3.wav,thismin
‪E045_T09_4.wav,Thmanya isegasen our dh-ye9il gher thmourth
‪E045_T09_5.wav,Thismin i th-yesta3fen
‪E045_T10_1.wav,th
‪E045_T10_2.wav,Athezdham
‪E045_T10_3.wav,Athrakthour
‪E045_T10_4.wav,Irou7-as outhezdham-is i setti
‪E045_T10_5.wav,I3eba-dh azemour-is dheg outhrakthour
‪E046_W01_1.wav,w
‪E046_W01_2.wav,Weth
‪E046_W01_3.wav,Wreth
‪E046_W01_4.wav,Yeweth-ith almi I dh-yefounzer
‪E046_W01_5.wav,Yewreth ayen ak I dh-yedja baba-s
‪E046_W02_1.wav,w
‪E046_W02_2.wav,Wali
‪E046_W02_3.wav,Wzen
‪E046_W02_4.wav,Yettwali s yiweth n thit kan
‪E046_W02_5.wav,Thewzen-dh lkilou n djendjlan
‪E046_W03_1.wav,w
‪E046_W03_2.wav,Weza3
‪E046_W03_3.wav,We33i
‪E046_W03_4.wav,Iweza3 ayefki gher l9a3a
‪E046_W03_5.wav,Our iwe33a ara aken adh yas
‪E048_W04_1.wav,w
‪E048_W04_2.wav,Weri
‪E048_W04_3.wav,Wekel
‪E048_W04_4.wav,Weri-as-dh amek thnawalen seksou
‪E048_W04_5.wav,Thwekel mi-s ghef yidhrimen-is
‪E048_W05_1.wav,w
‪E048_W05_2.wav,wanes
‪E048_W05_3.wav,Zwi
‪E048_W05_4.wav,Wansen setti-thsen dheg oukham
‪E048_W05_5.wav,Yezwi-dh snath n thzemrin
‪E048_W06_1.wav,w
‪E048_W06_2.wav,Awi
‪E048_W06_3.wav,Dhawi
‪E048_W06_4.wav,Yewi-yas derya-s akham
‪E048_W06_5.wav,Rouh dawi iman-ik ou9bel ifouth l7al
‪E049_W07_1.wav,w
‪E049_W07_2.wav,zwer
‪E049_W07_3.wav,rwi
‪E049_W07_4.wav,Yezwer dhi le9raya-s
‪E049_W07_5.wav,Yerwi la39el-is
‪E049_W08_1.wav,w
‪E049_W08_2.wav,Sew
‪E049_W08_3.wav,Werdjedjin
‪E049_W08_4.wav,Sew thib7irth-ik attan the9our
‪E049_W08_5.wav,Yougi adh i7bes wedjedjin asefer
‪E049_W09_1.wav,w
‪E049_W09_2.wav,Wazi
‪E049_W09_3.wav,Wejar
‪E049_W09_4.wav,Youweth-ith wazi
‪E049_W09_5.wav,Yetef-ith wejar
‪E050_W10_1.wav,w
‪E050_W10_2.wav,thawer9ett
‪E050_W10_3.wav,awezwaz
‪E050_W10_4.wav,Ibeze9 thawer9ett i dh-youra
‪E050_W10_5.wav,Dh netta i th-idh yewin dh amezwar
‪E050_W11_1.wav,w
‪E050_W11_2.wav,Lwerdh
‪E050_W11_3.wav,Awragh
‪E050_W11_4.wav,Yewi-yas-dh lwerdh imi dh-yousa adh thyekhteb
‪E050_W11_5.wav,I9el woudhem-is dh awragh dheg lkhel3a
‪E050_W12_1.wav,w
‪E050_W12_2.wav,Lewzin
‪E050_W12_3.wav,Awezlan
‪E050_W12_4.wav,S lewzin i dh-ittekar yerkhes
‪E050_W12_5.wav,Ye9el ouserwal-ni dh awezlan fel-as
‪E051_W13_1.wav,w
‪E051_W13_2.wav,Chwa
‪E051_W13_3.wav,Ajenwi
‪E051_W13_4.wav,Yett7ibi adh yechtch l7outh dh chwa
‪E051_W13_5.wav,Yesemsel ajenwi aken adh i9ti3
‪E051_W14_1.wav,w
‪E051_W14_2.wav,Tharewla
‪E051_W14_3.wav,Awessi
‪E051_W14_4.wav,Tharewla themna3 bab-is
‪E051_W14_5.wav,Yezga yettwessi fel-as
‪E051_W15_1.wav,w
‪E051_W15_2.wav,Thawachoulth
‪E051_W15_3.wav,thawla
‪E051_W15_4.wav,Thawachoulth-is ak throu7 gher fransa ala netta
‪E051_W15_5.wav,ghour-s youmayen thegouma adh thessoub thawla-s
‪E052_W01_1.wav,w
‪E052_W01_2.wav,Weth
‪E052_W01_3.wav,Wreth
‪E052_W01_4.wav,Yeweth-ith almi I dh-yefounzer
‪E052_W01_5.wav,Yewreth ayen ak I dh-yedja baba-s
‪E052_W02_1.wav,w
‪E052_W02_2.wav,Wali
‪E052_W02_3.wav,Wzen
‪E052_W02_4.wav,Yettwali s yiweth n thit kan
‪E052_W02_5.wav,Thewzen-dh lkilou n djendjlan
‪E052_W03_1.wav,w
‪E052_W03_2.wav,Weza3
‪E052_W03_3.wav,We33i
‪E052_W03_4.wav,Iweza3 ayefki gher l9a3a
‪E052_W03_5.wav,Our iwe33a ara aken adh yas
‪E053_W04_1.wav,w
‪E053_W04_2.wav,Weri
‪E053_W04_3.wav,Wekel
‪E053_W04_4.wav,Weri-as-dh amek thnawalen seksou
‪E053_W04_5.wav,Thwekel mi-s ghef yidhrimen-is
‪E053_W05_1.wav,w
‪E053_W05_2.wav,wanes
‪E053_W05_3.wav,Zwi
‪E053_W05_4.wav,Wansen setti-thsen dheg oukham
‪E053_W05_5.wav,Yezwi-dh snath n thzemrin
‪E053_W06_1.wav,w
‪E053_W06_2.wav,Awi
‪E053_W06_3.wav,Dhawi
‪E053_W06_4.wav,Yewi-yas derya-s akham
‪E053_W06_5.wav,Rouh dawi iman-ik ou9bel ifouth l7al
‪E054_W07_1.wav,w
‪E054_W07_2.wav,zwer
‪E054_W07_3.wav,rwi
‪E054_W07_4.wav,Yezwer dhi le9raya-s
‪E054_W07_5.wav,Yerwi la39el-is
‪E054_W08_1.wav,w
‪E054_W08_2.wav,Sew
‪E054_W08_3.wav,Werdjedjin
‪E054_W08_4.wav,Sew thib7irth-ik attan the9our
‪E054_W08_5.wav,Yougi adh i7bes wedjedjin asefer
‪E054_W09_1.wav,w
‪E054_W09_2.wav,Wazi
‪E054_W09_3.wav,Wejar
‪E054_W09_4.wav,Youweth-ith wazi
‪E054_W09_5.wav,Yetef-ith wejar
‪E055_W10_1.wav,w
‪E055_W10_2.wav,thawer9ett
‪E055_W10_3.wav,awezwaz
‪E055_W10_4.wav,Ibeze9 thawer9ett i dh-youra
‪E055_W10_5.wav,Dh netta i th-idh yewin dh amezwar
‪E055_W11_1.wav,w
‪E055_W11_2.wav,Lwerdh
‪E055_W11_3.wav,Awragh
‪E055_W11_4.wav,Yewi-yas-dh lwerdh imi dh-yousa adh thyekhteb
‪E055_W11_5.wav,I9el woudhem-is dh awragh dheg lkhel3a
‪E055_W12_1.wav,w
‪E055_W12_2.wav,Lewzin
‪E055_W12_3.wav,Awezlan
‪E055_W12_4.wav,S lewzin i dh-ittekar yerkhes
‪E055_W12_5.wav,Ye9el ouserwal-ni dh awezlan fel-as
‪E055_W13_1.wav,w
‪E055_W13_2.wav,Chwa
‪E055_W13_3.wav,Ajenwi
‪E055_W13_4.wav,Yett7ibi adh yechtch l7outh dh chwa
‪E055_W13_5.wav,Yesemsel ajenwi aken adh i9ti3
‪E055_W14_1.wav,w
‪E055_W14_2.wav,Tharewla
‪E055_W14_3.wav,Awessi
‪E055_W14_4.wav,Tharewla themna3 bab-is
‪E055_W14_5.wav,Yezga yettwessi fel-as
‪E055_W15_1.wav,w
‪E055_W15_2.wav,Thawachoulth
‪E055_W15_3.wav,thawla
‪E055_W15_4.wav,Thawachoulth-is ak throu7 gher fransa ala netta
‪E055_W15_5.wav,ghour-s youmayen thegouma adh thessoub thawla-s
‪E056_W01_1.wav,w
‪E056_W01_2.wav,Weth
‪E056_W01_3.wav,Wreth
‪E056_W01_4.wav,Yeweth-ith almi I dh-yefounzer
‪E056_W01_5.wav,Yewreth ayen ak I dh-yedja baba-s
‪E056_W02_1.wav,w
‪E056_W02_2.wav,Wali
‪E056_W02_3.wav,Wzen
‪E056_W02_4.wav,Yettwali s yiweth n thit kan
‪E056_W02_5.wav,Thewzen-dh lkilou n djendjlan
‪E056_W03_1.wav,w
‪E056_W03_2.wav,Weza3
‪E056_W03_3.wav,We33i
‪E056_W03_4.wav,Iweza3 ayefki gher l9a3a
‪E056_W03_5.wav,Our iwe33a ara aken adh yas
‪E056_W04_1.wav,w
‪E056_W04_2.wav,Weri
‪E056_W04_3.wav,Wekel
‪E056_W04_4.wav,Weri-as-dh amek thnawalen seksou
‪E056_W04_5.wav,Thwekel mi-s ghef yidhrimen-is
‪E057_W05_1.wav,w
‪E057_W05_2.wav,wanes
‪E057_W05_3.wav,Zwi
‪E057_W05_4.wav,Wansen setti-thsen dheg oukham
‪E057_W05_5.wav,Yezwi-dh snath n thzemrin
‪E057_W06_1.wav,w
‪E057_W06_2.wav,Awi
‪E057_W06_3.wav,Dhawi
‪E057_W06_4.wav,Yewi-yas derya-s akham
‪E057_W06_5.wav,Rouh dawi iman-ik ou9bel ifouth l7al
‪E057_W07_1.wav,w
‪E057_W07_2.wav,zwer
‪E057_W07_3.wav,rwi
‪E057_W07_4.wav,Yezwer dhi le9raya-s
‪E057_W07_5.wav,Yerwi la39el-is
‪E057_W08_1.wav,w
‪E057_W08_2.wav,Sew
‪E057_W08_3.wav,Werdjedjin
‪E057_W08_4.wav,Sew thib7irth-ik attan the9our
‪E057_W08_5.wav,Yougi adh i7bes wedjedjin asefer
‪E058_W09_1.wav,w
‪E058_W09_2.wav,Wazi
‪E058_W09_3.wav,Wejar
‪E058_W09_4.wav,Youweth-ith wazi
‪E058_W09_5.wav,Yetef-ith wejar
‪E058_W10_1.wav,w
‪E058_W10_2.wav,thawer9ett
‪E058_W10_3.wav,awezwaz
‪E058_W10_4.wav,Ibeze9 thawer9ett i dh-youra
‪E058_W10_5.wav,Dh netta i th-idh yewin dh amezwar
‪E058_W11_1.wav,w
‪E058_W11_2.wav,Lwerdh
‪E058_W11_3.wav,Awragh
‪E058_W11_4.wav,Yewi-yas-dh lwerdh imi dh-yousa adh thyekhteb
‪E058_W11_5.wav,I9el woudhem-is dh awragh dheg lkhel3a
‪E058_W12_1.wav,w
‪E058_W12_2.wav,Lewzin
‪E058_W12_3.wav,Awezlan
‪E058_W12_4.wav,S lewzin i dh-ittekar yerkhes
‪E058_W12_5.wav,Ye9el ouserwal-ni dh awezlan fel-as
‪E059_W13_1.wav,w
‪E059_W13_2.wav,Chwa
‪E059_W13_3.wav,Ajenwi
‪E059_W13_4.wav,Yett7ibi adh yechtch l7outh dh chwa
‪E059_W13_5.wav,Yesemsel ajenwi aken adh i9ti3
‪E059_W14_1.wav,w
‪E059_W14_2.wav,Tharewla
‪E059_W14_3.wav,Awessi
‪E059_W14_4.wav,Tharewla themna3 bab-is
‪E059_W14_5.wav,Yezga yettwessi fel-as
‪E059_W15_1.wav,w
‪E059_W15_2.wav,Thawachoulth
‪E059_W15_3.wav,thawla
‪E059_W15_4.wav,Thawachoulth-is ak throu7 gher fransa ala netta
‪E059_W15_5.wav,ghour-s youmayen thegouma adh thessoub thawla-s
‪E060_W01_1.wav,w
‪E060_W01_2.wav,Weth
‪E060_W01_3.wav,Wreth
‪E060_W01_4.wav,Yeweth-ith almi I dh-yefounzer
‪E060_W01_5.wav,Yewreth ayen ak I dh-yedja baba-s
‪E060_W02_1.wav,w
‪E060_W02_2.wav,Wali
‪E060_W02_3.wav,Wzen
‪E060_W02_4.wav,Yettwali s yiweth n thit kan
‪E060_W02_5.wav,Thewzen-dh lkilou n djendjlan
‪E060_W03_1.wav,w
‪E060_W03_2.wav,Weza3
‪E060_W03_3.wav,We33i
‪E060_W03_4.wav,Iweza3 ayefki gher l9a3a
‪E060_W03_5.wav,Our iwe33a ara aken adh yas
‪E061_W04_1.wav,w
‪E061_W04_2.wav,Weri
‪E061_W04_3.wav,Wekel
‪E061_W04_4.wav,Weri-as-dh amek thnawalen seksou
‪E061_W04_5.wav,Thwekel mi-s ghef yidhrimen-is
‪E061_W05_1.wav,w
‪E061_W05_2.wav,wanes
‪E061_W05_3.wav,Zwi
‪E061_W05_4.wav,Wansen setti-thsen dheg oukham
‪E061_W05_5.wav,Yezwi-dh snath n thzemrin
‪E061_W06_1.wav,w
‪E061_W06_2.wav,Awi
‪E061_W06_3.wav,Dhawi
‪E061_W06_4.wav,Yewi-yas derya-s akham
‪E061_W06_5.wav,Rouh dawi iman-ik ou9bel ifouth l7al
‪E062_W07_1.wav,w
‪E062_W07_2.wav,zwer
‪E062_W07_3.wav,rwi
‪E062_W07_4.wav,Yezwer dhi le9raya-s
‪E062_W07_5.wav,Yerwi la39el-is
‪E062_W08_1.wav,w
‪E062_W08_2.wav,Sew
‪E062_W08_3.wav,Werdjedjin
‪E062_W08_4.wav,Sew thib7irth-ik attan the9our
‪E062_W08_5.wav,Yougi adh i7bes wedjedjin asefer
‪E062_W09_1.wav,w
‪E062_W09_2.wav,Wazi
‪E062_W09_3.wav,Wejar
‪E062_W09_4.wav,Youweth-ith wazi
‪E062_W09_5.wav,Yetef-ith wejar
‪E063_W10_1.wav,w
‪E063_W10_2.wav,thawer9ett
‪E063_W10_3.wav,awezwaz
‪E063_W10_4.wav,Ibeze9 thawer9ett i dh-youra
