Chemin,Transcription
‪E023_P05_2.wav,Apipri
‪E023_P05_3.wav,Ṛapid
‪E023_P05_4.wav,Ixeddem apipri kan
‪E023_P05_5.wav,Ttԑeddayen wussan ṛapid
‪E023_P06_1.wav,p
‪E023_P06_2.wav,Lpunya
‪E023_P06_4.wav,Yewwet-it s lpunya s aqerruy
‪E024_F01_1.wav,f
‪E024_F01_2.wav,Ffer
‪E024_F01_3.wav,Ffi
‪E024_F01_4.wav,Yeffer ddaw ukersi
‪E024_F01_5.wav,Teffi-d aman ad tessired
‪E024_F02_1.wav,f
‪E024_F02_2.wav,Funzer
‪E024_F02_3.wav,Ferfer
‪E024_F02_4.wav,Yeffunzer-d seg leḥmu
‪E024_F02_5.wav,Yefferfer ugṭiṭ i d-ṭfeɣ taṣebḥit-a
‪E024_F03_1.wav,f
‪E024_F03_2.wav,Faṛeṣ
‪E024_F03_3.wav,Nfu
‪E024_F03_4.wav,Fareṣ lwaldin uqbel ad ifat lḥal
‪E024_F03_5.wav,Nfan-t wat taddart-is
‪E025_F04_1.wav,f
‪E025_F04_2.wav,Qfel
‪E025_F04_3.wav,Qfez
‪E025_F04_4.wav,Qfel tawwurt deffir-k
‪E025_F04_5.wav,Yeqfez deg lakul
‪E025_F05_1.wav,f
‪E025_F05_2.wav,Rfed
‪E025_F05_3.wav,Sefreɣ
‪E025_F05_4.wav,Terfa-d ssin warraw-is ɣef yiɣil-is
‪E025_F05_5.wav,Yerra-tt rebbi ḥaca ɣef usefreɣ
‪E025_F06_1.wav,f
‪E025_F06_2.wav,Ḥnunef
‪E025_F06_3.wav,Keyyef
‪E025_F06_4.wav,Yetteḥnunuf ɣef ssiman
‪E025_F06_5.wav,Yettkeyyif apaki n duxxan I wass
‪E025_F07_1.wav,f
‪E025_F07_2.wav,Ḥeyyef
‪E025_F07_3.wav,Iɣzif
‪E025_F07_4.wav,Tḥeyyef irbiben-is deg wayen yellan
‪E025_F07_5.wav,Ad yesseɣzef rebbi di laԑmer-ik
E025_F08_1.wav,f
E025_F08_3.wav,Fiḥel
E025_F08_4.wav,Laεi-tt kan ad tcennef
E025_F08_5.wav,Fiḥel zyada lehḍuṛ
‪E026_F09_1.wav,f
‪E026_F09_2.wav,Fessus
‪E026_F09_3.wav,Tufɣa
‪E026_F09_4.wav,Ayen ẓẓayen fell-am fessus fell-i
‪E026_F09_5.wav,Tekrah tufɣa ṣbeḥ
‪E026_F10_1.wav,f
‪E026_F10_2.wav,Lfal
‪E026_F10_3.wav,Ifer
‪E026_F10_4.wav,Tefka-as-d lfal akken ad terbeḥ lbak
‪E026_F10_5.wav,Tserkem-d ifer n nnaԑnaԑ
‪E026_F11_1.wav,f
‪E026_F11_2.wav,Tafawet
‪E026_F11_3.wav,Afus
‪E026_F11_4.wav,Yeččur userwal tifawtin
‪E026_F11_5.wav,Afus deg ufus wala ad nefk afus
‪E027_F12_1.wav,f
‪E027_F12_2.wav,Aferṭas
‪E027_F12_3.wav,Afrux
‪E027_F12_4.wav,Yeqqel d aferṭas akken mazal-it mezzi
‪E027_F12_5.wav,Yegra-d yiwen ufrux yečča-t umcic
‪E027_F13_1.wav,f
‪E027_F13_2.wav,Afzim
‪E027_F13_3.wav,Afenğal
‪E027_F13_4.wav,Teqqen afzim ɣef uḍar-is
‪E027_F13_5.wav,Tuɣed tezḍina n yifunğula
‪E027_F14_1.wav,f
‪E027_F14_2.wav,Lferḥ
‪E027_F14_3.wav,Azlaf
‪E027_F14_4.wav,Yezha wul-is asa d lferḥ n mmi-s
‪E027_F14_5.wav,Tfuk temɣart seg uzlaf
‪E027_F15_1.wav,f
‪E027_F15_2.wav,Aglaf
‪E027_F15_3.wav,Akerfaf
‪E027_F15_4.wav,Yufa aglaf n tzizwa sdat n uxxam
‪E027_F15_5.wav,Yečča aɣrum akken d akerfaf
‪E028_J11_1.wav,j
‪E028_J11_2.wav,Tajmaεt
‪E028_J11_3.wav,Tijujar
‪E028_J11_4.wav,Teččur tejmaεt d irgazen
‪E028_J11_5.wav,Fɣent-as-d tjujar deg uqejjar-is
‪E028_J12_1.wav,j
‪E028_J12_2.wav,Tifejɣelt
‪E028_J12_3.wav,Ajirmeṭ
‪E028_J12_4.wav,Yečča tifejɣelt n ibawen
‪E028_J12_5.wav,Yettԑic ujirmeṭ deg wakal
‪E030_F01_1.wav,f
‪E030_F01_2.wav,Ffer
‪E030_F01_3.wav,Ffi
‪E030_F01_4.wav,Yeffer ddaw ukersi
‪E030_F01_5.wav,Teffi-d aman ad tessired
‪E030_F02_1.wav,f
‪E030_F02_2.wav,Funzer
‪E030_F02_3.wav,Ferfer
‪E030_F02_4.wav,Yeffunzer-d seg leḥmu
‪E030_F02_5.wav,Yefferfer ugṭiṭ i d-ṭfeɣ taṣebḥit-a
‪E030_F03_1.wav,f
‪E030_F03_2.wav,Faṛeṣ
‪E030_F03_3.wav,Nfu
‪E030_F03_4.wav,Fareṣ lwaldin uqbel ad ifat lḥal
‪E030_F04_1.wav,f
‪E030_F04_2.wav,Qfel
‪E030_F04_3.wav,Qfez
‪E030_F04_4.wav,Qfel tawwurt deffir-k
‪E030_F04_5.wav,Yeqfez deg lakul
‪E030_F05_1.wav,f
‪E030_F05_2.wav,Rfed
‪E030_F05_3.wav,Sefreɣ
‪E030_F05_4.wav,Terfa-d ssin warraw-is ɣef yiɣil-is
‪E030_F06_1.wav,f
‪E030_F06_2.wav,Ḥnunef
‪E030_F06_3.wav,Keyyef
‪E030_F06_4.wav,Yetteḥnunuf ɣef ssiman
‪E030_F06_5.wav,Yettkeyyif apaki n duxxan I wass
‪E030_F07_1.wav,f
‪E030_F07_2.wav,Ḥeyyef
‪E030_F07_3.wav,Iɣzif
‪E030_F07_4.wav,Tḥeyyef irbiben-is deg wayen yellan
‪E030_F07_5.wav,Ad yesseɣzef rebbi di laԑmer-ik
‪E030_F08_1.wav,f
‪E030_F08_2.wav,Cennef
‪E030_F08_3.wav,Fiḥel
‪E030_F08_4.wav,Laεi-tt kan ad tcennef
‪E030_F08_5.wav,Fiḥel zyada lehḍuṛ
‪E032_F01_1.wav,f
‪E032_F01_2.wav,Ffer
‪E032_F01_3.wav,Ffi
‪E032_F01_4.wav,Yeffer ddaw ukersi
‪E032_F01_5.wav,Teffi-d aman ad tessired
‪E032_F02_1.wav,f
‪E032_F02_2.wav,Funzer
‪E032_F02_3.wav,Ferfer
‪E032_F02_4.wav,Yeffunzer-d seg leḥmu
‪E032_F02_5.wav,Yefferfer ugṭiṭ i d-ṭfeɣ taṣebḥit-a
‪E033_F03_1.wav,f
‪E033_F03_2.wav,Faṛeṣ
‪E033_F03_3.wav,Nfu
‪E033_F03_4.wav,Fareṣ lwaldin uqbel ad ifat lḥal
‪E034_F04_1.wav,f
‪E034_F04_2.wav,Qfel
‪E034_F04_3.wav,Qfez
‪E034_F04_4.wav,Qfel tawwurt deffir-k
‪E034_F05_1.wav,f
‪E034_F05_2.wav,Rfed
‪E034_F05_3.wav,Sefreɣ
‪E034_F05_4.wav,Terfa-d ssin warraw-is ɣef yiɣil-is
‪E034_F05_5.wav,Yerra-tt rebbi ḥaca ɣef usefreɣ
‪E035_F06_1.wav,f
‪E035_F06_2.wav,Ḥnunef
‪E035_F06_3.wav,Keyyef
‪E035_F06_4.wav,Yetteḥnunuf ɣef ssiman
‪E035_F06_5.wav,Yettkeyyif apaki n duxxan I wass
‪E035_F07_1.wav,f
‪E035_F07_2.wav,Ḥeyyef
‪E035_F07_3.wav,Iɣzif
‪E035_F07_4.wav,Tḥeyyef irbiben-is deg wayen yellan
‪E035_F07_5.wav,Ad yesseɣzef rebbi di laԑmer-ik
‪E037_F10_1.wav,f
‪E037_F10_2.wav,Lfal
‪E037_F10_3.wav,Ifer
‪E037_F10_4.wav,Tefka-as-d lfal akken ad terbeḥ lbak
‪E037_F10_5.wav,Tserkem-d ifer n nnaԑnaԑ
‪E041_T04_1.wav,t
‪E041_T04_2.wav,Tinegnit
‪E041_T04_3.wav,Tilifun
‪E041_T04_4.wav,Igen tinegnit
‪E041_T04_5.wav,S tilifun kan i yettsusum
‪E041_T05_1.wav,t
‪E041_T05_2.wav,Trisiti
‪E041_T05_3.wav,Tafawett
‪E041_T05_4.wav,Tewwet-it trisiti
‪E041_T05_5.wav,Ixdem tafawett userwal-is
‪E041_T06_1.wav,t
‪E041_T06_3.wav,Ttejra
‪E041_T06_4.wav,Yeqqim tiremtt yid-i
‪E041_T06_5.wav,Gezmen ttejra sdat wexxam
‪E042_T07_1.wav,t
‪E042_T07_2.wav,Ateyyu
‪E042_T07_3.wav,atriku
‪E042_T07_4.wav,Tewwet-it yemma-s s uteyyu n lgaz
‪E042_T07_5.wav,Yewsex utriku-ynes
‪E042_T08_1.wav,t
‪E042_T08_2.wav,ttaq
‪E042_T08_3.wav,teffaḥ
‪E042_T08_4.wav,Yeṛẓa ttaq n tkuzint
‪E042_T08_5.wav,Teffaḥ yelha i wid yuḍnen ṣkeṛ
‪E042_T09_1.wav,t
‪E042_T09_2.wav,Tmanya
‪E042_T09_3.wav,tismin
‪E042_T09_4.wav,Tmanya iseggasen ur d-yeqqil ɣer tmurt
‪E042_T09_5.wav,Tismin i t-yesṭaԑfen
‪E042_T10_1.wav,t
‪E042_T10_2.wav,Ateẓḍam
‪E042_T10_3.wav,Atraktur
‪E042_T10_4.wav,Iruḥ-as uteẓḍam-is i setti
‪E042_T10_5.wav,Iԑebba-d azemmur-is deg utraktur
‪E043_T01_1.wav,t
‪E043_T01_2.wav,Tbeԑ
‪E043_T01_3.wav,Tḥef
‪E043_T01_4.wav,Yetbeԑ-it almi d akessar
‪E043_T01_5.wav,Lxedma-ines tettḥef
‪E043_T02_1.wav,t
‪E043_T02_2.wav,Tleq
‪E043_T02_3.wav,Tuqet
‪E043_T02_4.wav,Yeԑya seg uxeddim yetleq ad yestaԑfu kra
‪E043_T02_5.wav,Yettuqet iqqel itewzan aqenṭar
‪E043_T03_1.wav,t
‪E043_T03_2.wav,ttewtew
‪E043_T03_3.wav,Telqa
‪E043_T03_4.wav,Qqiment lwaḥi ttewtiwent ɣef medden
‪E043_T03_5.wav,Igzem-d telqa legraf
‪E044_T04_1.wav,t
‪E044_T04_2.wav,Tinegnit
‪E044_T04_3.wav,Tilifun
‪E044_T04_4.wav,Igen tinegnit
‪E044_T04_5.wav,S tilifun kan i yettsusum
‪E044_T05_1.wav,t
‪E044_T05_2.wav,Trisiti
‪E044_T05_3.wav,Tafawett
‪E044_T05_4.wav,Tewwet-it trisiti
‪E044_T05_5.wav,Ixdem tafawett userwal-is
‪E044_T06_1.wav,t
‪E044_T06_2.wav,tiremtt
‪E044_T06_3.wav,Ttejra
‪E044_T06_4.wav,Yeqqim tiremtt yid-i
‪E044_T06_5.wav,Gezmen ttejra sdat wexxam
‪E044_T07_1.wav,t
‪E044_T07_2.wav,Ateyyu
‪E044_T07_3.wav,atriku
‪E045_T08_1.wav,t
‪E045_T08_2.wav,ttaq
‪E045_T08_3.wav,teffaḥ
‪E045_T08_4.wav,Yeṛẓa ttaq n tkuzint
‪E045_T08_5.wav,Teffaḥ yelha i wid yuḍnen ṣkeṛ
‪E045_T09_1.wav,t
‪E045_T09_2.wav,Tmanya
‪E045_T09_3.wav,tismin
‪E045_T09_4.wav,Tmanya iseggasen ur d-yeqqil ɣer tmurt
‪E045_T09_5.wav,Tismin i t-yesṭaԑfen
‪E045_T10_1.wav,t
‪E045_T10_2.wav,Ateẓḍam
‪E045_T10_3.wav,Atraktur
‪E045_T10_4.wav,Iruḥ-as uteẓḍam-is i setti
‪E045_T10_5.wav,Iԑebba-d azemmur-is deg utraktur
‪E046_W01_1.wav,w
‪E046_W01_2.wav,Wwet
‪E046_W01_3.wav,Wret
‪E046_W01_4.wav,Yewwet-it almi I d-yeffunzer
‪E046_W01_5.wav,Yewret ayen akk I d-yeğğa baba-s
‪E046_W02_1.wav,w
‪E046_W02_2.wav,Wali
‪E046_W02_3.wav,Wzen
‪E046_W02_4.wav,Yettwali s yiwet n tiṭ kan
‪E046_W02_5.wav,Tewzen-d lkilu n ğenğlan
‪E046_W03_1.wav,w
‪E046_W03_2.wav,Wezzaԑ
‪E046_W03_3.wav,Weԑԑi
‪E046_W03_4.wav,Iwezzaԑ ayefki ɣer lqaԑa
‪E046_W03_5.wav,Ur iweԑԑa ara akken ad yass
‪E048_W04_1.wav,w
‪E048_W04_2.wav,Werri
‪E048_W04_3.wav,Wekkel
‪E048_W04_4.wav,Werri-as-d amek tnawalen seksu
‪E048_W04_5.wav,Twekkel mmi-s ɣef yidrimen-is
‪E048_W05_1.wav,w
‪E048_W05_2.wav,wanes
‪E048_W05_3.wav,Zwi
‪E048_W05_4.wav,Wansen setti-tsen deg uxxam
‪E048_W05_5.wav,Yezwi-d snat n tzemrin
‪E048_W06_1.wav,w
‪E048_W06_2.wav,Awi
‪E048_W06_3.wav,Dawi
‪E048_W06_4.wav,Yewwi-yas dderya-s axxam
‪E048_W06_5.wav,Ruh ddawi iman-ik uqbel ifut lḥal
‪E049_W07_1.wav,w
‪E049_W07_2.wav,ẓweṛ
‪E049_W07_3.wav,rwi
‪E049_W07_4.wav,Yeẓweṛ di leqraya-s
‪E049_W07_5.wav,Yerwi laԑqel-is
‪E049_W08_1.wav,w
‪E049_W08_2.wav,Ssew
‪E049_W08_3.wav,Werğeğğin
‪E049_W08_4.wav,Ssew tibḥirt-ik attan teqquṛ
‪E049_W08_5.wav,Yugi ad iḥbes weğeğğin aṣeffeṛ
‪E049_W09_1.wav,w
‪E049_W09_2.wav,Wazi
‪E049_W09_3.wav,Wejjar
‪E049_W09_4.wav,Yuwwet-it wazzi
‪E049_W09_5.wav,Yeṭṭef-it wejjar
‪E050_W10_1.wav,w
‪E050_W10_2.wav,tawerqett
‪E050_W10_3.wav,awezwaz
‪E050_W10_4.wav,Ibezzeq tawerqett i d-yura
‪E050_W10_5.wav,D netta i t-id yewwin d amezwar
‪E050_W11_1.wav,w
‪E050_W11_2.wav,Lwerd
‪E050_W11_3.wav,Awraɣ
‪E050_W11_4.wav,Yewwi-yas-d lwerd imi d-yusa ad tyexṭeb
‪E050_W11_5.wav,Iqqel wudem-is d awraɣ deg lxelԑa
‪E050_W12_1.wav,w
‪E050_W12_2.wav,Lewzin
‪E050_W12_3.wav,Awezlan
‪E050_W12_4.wav,S lewzin i d-ittekkar yerxes
‪E050_W12_5.wav,Yeqqel userwal-nni d awezlan fell-as
‪E051_W13_1.wav,w
‪E051_W13_2.wav,Cwa
‪E051_W13_3.wav,Ajenwi
‪E051_W13_4.wav,Yettḥibi ad yecč lḥut d cwa
‪E051_W13_5.wav,Yessemsel ajenwi akken ad iqṭiԑ
‪E051_W14_1.wav,w
‪E051_W14_2.wav,Tarewla
‪E051_W14_3.wav,Aweṣṣi
‪E051_W14_4.wav,Tarewla temnaԑ bab-is
‪E051_W14_5.wav,Yezga yettweṣṣi fell-as
‪E051_W15_1.wav,w
‪E051_W15_2.wav,Tawacult
‪E051_W15_3.wav,tawla
‪E051_W15_4.wav,Tawacult-is akk truḥ ɣer fransa ala netta
‪E051_W15_5.wav,ɣur-s yumayen tegguma ad teṣṣub tawla-s
‪E052_W01_1.wav,w
‪E052_W01_2.wav,Wwet
‪E052_W01_3.wav,Wret
‪E052_W01_4.wav,Yewwet-it almi I d-yeffunzer
‪E052_W01_5.wav,Yewret ayen akk I d-yeğğa baba-s
‪E052_W02_1.wav,w
‪E052_W02_2.wav,Wali
‪E052_W02_3.wav,Wzen
‪E052_W02_4.wav,Yettwali s yiwet n tiṭ kan
‪E052_W02_5.wav,Tewzen-d lkilu n ğenğlan
‪E052_W03_1.wav,w
‪E052_W03_2.wav,Wezzaԑ
‪E052_W03_3.wav,Weԑԑi
‪E052_W03_4.wav,Iwezzaԑ ayefki ɣer lqaԑa
‪E052_W03_5.wav,Ur iweԑԑa ara akken ad yass
‪E053_W04_1.wav,w
‪E053_W04_2.wav,Werri
‪E053_W04_3.wav,Wekkel
‪E053_W04_4.wav,Werri-as-d amek tnawalen seksu
‪E053_W04_5.wav,Twekkel mmi-s ɣef yidrimen-is
‪E053_W05_1.wav,w
‪E053_W05_2.wav,wanes
‪E053_W05_3.wav,Zwi
‪E053_W05_4.wav,Wansen setti-tsen deg uxxam
‪E053_W05_5.wav,Yezwi-d snat n tzemrin
‪E053_W06_1.wav,w
‪E053_W06_2.wav,Awi
‪E053_W06_3.wav,Dawi
‪E053_W06_4.wav,Yewwi-yas dderya-s axxam
‪E053_W06_5.wav,Ruh ddawi iman-ik uqbel ifut lḥal
‪E054_W07_1.wav,w
‪E054_W07_2.wav,ẓweṛ
‪E054_W07_3.wav,rwi
‪E054_W07_4.wav,Yeẓweṛ di leqraya-s
‪E054_W07_5.wav,Yerwi laԑqel-is
‪E054_W08_1.wav,w
‪E054_W08_2.wav,Ssew
‪E054_W08_3.wav,Werğeğğin
‪E054_W08_4.wav,Ssew tibḥirt-ik attan teqquṛ
‪E054_W08_5.wav,Yugi ad iḥbes weğeğğin aṣeffeṛ
‪E054_W09_1.wav,w
‪E054_W09_2.wav,Wazi
‪E054_W09_3.wav,Wejjar
‪E054_W09_4.wav,Yuwwet-it wazzi
‪E054_W09_5.wav,Yeṭṭef-it wejjar
‪E055_W10_1.wav,w
‪E055_W10_2.wav,tawerqett
‪E055_W10_3.wav,awezwaz
‪E055_W10_4.wav,Ibezzeq tawerqett i d-yura
‪E055_W10_5.wav,D netta i t-id yewwin d amezwar
‪E055_W11_1.wav,w
‪E055_W11_2.wav,Lwerd
‪E055_W11_3.wav,Awraɣ
‪E055_W11_4.wav,Yewwi-yas-d lwerd imi d-yusa ad tyexṭeb
‪E055_W11_5.wav,Iqqel wudem-is d awraɣ deg lxelԑa
‪E055_W12_1.wav,w
‪E055_W12_2.wav,Lewzin
‪E055_W12_3.wav,Awezlan
‪E055_W12_4.wav,S lewzin i d-ittekkar yerxes
‪E055_W12_5.wav,Yeqqel userwal-nni d awezlan fell-as
‪E055_W13_1.wav,w
‪E055_W13_2.wav,Cwa
‪E055_W13_3.wav,Ajenwi
‪E055_W13_4.wav,Yettḥibi ad yecč lḥut d cwa
‪E055_W13_5.wav,Yessemsel ajenwi akken ad iqṭiԑ
‪E055_W14_1.wav,w
‪E055_W14_2.wav,Tarewla
‪E055_W14_3.wav,Aweṣṣi
‪E055_W14_4.wav,Tarewla temnaԑ bab-is
‪E055_W14_5.wav,Yezga yettweṣṣi fell-as
‪E055_W15_1.wav,w
‪E055_W15_2.wav,Tawacult
‪E055_W15_3.wav,tawla
‪E055_W15_4.wav,Tawacult-is akk truḥ ɣer fransa ala netta
‪E055_W15_5.wav,ɣur-s yumayen tegguma ad teṣṣub tawla-s
‪E056_W01_1.wav,w
‪E056_W01_2.wav,Wwet
‪E056_W01_3.wav,Wret
‪E056_W01_4.wav,Yewwet-it almi I d-yeffunzer
‪E056_W01_5.wav,Yewret ayen akk I d-yeğğa baba-s
‪E056_W02_1.wav,w
‪E056_W02_2.wav,Wali
‪E056_W02_3.wav,Wzen
‪E056_W02_4.wav,Yettwali s yiwet n tiṭ kan
‪E056_W02_5.wav,Tewzen-d lkilu n ğenğlan
‪E056_W03_1.wav,w
‪E056_W03_2.wav,Wezzaԑ
‪E056_W03_3.wav,Weԑԑi
‪E056_W03_4.wav,Iwezzaԑ ayefki ɣer lqaԑa
‪E056_W03_5.wav,Ur iweԑԑa ara akken ad yass
‪E056_W04_1.wav,w
‪E056_W04_2.wav,Werri
‪E056_W04_3.wav,Wekkel
‪E056_W04_4.wav,Werri-as-d amek tnawalen seksu
‪E056_W04_5.wav,Twekkel mmi-s ɣef yidrimen-is
‪E057_W05_1.wav,w
‪E057_W05_2.wav,wanes
‪E057_W05_3.wav,Zwi
‪E057_W05_4.wav,Wansen setti-tsen deg uxxam
‪E057_W05_5.wav,Yezwi-d snat n tzemrin
‪E057_W06_1.wav,w
‪E057_W06_2.wav,Awi
‪E057_W06_3.wav,Dawi
‪E057_W06_4.wav,Yewwi-yas dderya-s axxam
‪E057_W06_5.wav,Ruh ddawi iman-ik uqbel ifut lḥal
‪E057_W07_1.wav,w
‪E057_W07_2.wav,ẓweṛ
‪E057_W07_3.wav,rwi
‪E057_W07_4.wav,Yeẓweṛ di leqraya-s
‪E057_W07_5.wav,Yerwi laԑqel-is
‪E057_W08_1.wav,w
‪E057_W08_2.wav,Ssew
‪E057_W08_3.wav,Werğeğğin
‪E057_W08_4.wav,Ssew tibḥirt-ik attan teqquṛ
‪E057_W08_5.wav,Yugi ad iḥbes weğeğğin aṣeffeṛ
‪E058_W09_1.wav,w
‪E058_W09_2.wav,Wazi
‪E058_W09_3.wav,Wejjar
‪E058_W09_4.wav,Yuwwet-it wazzi
‪E058_W09_5.wav,Yeṭṭef-it wejjar
‪E058_W10_1.wav,w
‪E058_W10_2.wav,tawerqett
‪E058_W10_3.wav,awezwaz
‪E058_W10_4.wav,Ibezzeq tawerqett i d-yura
‪E058_W10_5.wav,D netta i t-id yewwin d amezwar
‪E058_W11_1.wav,w
‪E058_W11_2.wav,Lwerd
‪E058_W11_3.wav,Awraɣ
‪E058_W11_4.wav,Yewwi-yas-d lwerd imi d-yusa ad tyexṭeb
‪E058_W11_5.wav,Iqqel wudem-is d awraɣ deg lxelԑa
‪E058_W12_1.wav,w
‪E058_W12_2.wav,Lewzin
‪E058_W12_3.wav,Awezlan
‪E058_W12_4.wav,S lewzin i d-ittekkar yerxes
‪E058_W12_5.wav,Yeqqel userwal-nni d awezlan fell-as
‪E059_W13_1.wav,w
‪E059_W13_2.wav,Cwa
‪E059_W13_3.wav,Ajenwi
‪E059_W13_4.wav,Yettḥibi ad yecč lḥut d cwa
‪E059_W13_5.wav,Yessemsel ajenwi akken ad iqṭiԑ
‪E059_W14_1.wav,w
‪E059_W14_2.wav,Tarewla
‪E059_W14_3.wav,Aweṣṣi
‪E059_W14_4.wav,Tarewla temnaԑ bab-is
‪E059_W14_5.wav,Yezga yettweṣṣi fell-as
‪E059_W15_1.wav,w
‪E059_W15_2.wav,Tawacult
‪E059_W15_3.wav,tawla
‪E059_W15_4.wav,Tawacult-is akk truḥ ɣer fransa ala netta
‪E059_W15_5.wav,ɣur-s yumayen tegguma ad teṣṣub tawla-s
‪E060_W01_1.wav,w
‪E060_W01_2.wav,Wwet
‪E060_W01_3.wav,Wret
‪E060_W01_4.wav,Yewwet-it almi I d-yeffunzer
‪E060_W01_5.wav,Yewret ayen akk I d-yeğğa baba-s
‪E060_W02_1.wav,w
‪E060_W02_2.wav,Wali
‪E060_W02_3.wav,Wzen
‪E060_W02_4.wav,Yettwali s yiwet n tiṭ kan
‪E060_W02_5.wav,Tewzen-d lkilu n ğenğlan
‪E060_W03_1.wav,w
‪E060_W03_2.wav,Wezzaԑ
‪E060_W03_3.wav,Weԑԑi
‪E060_W03_4.wav,Iwezzaԑ ayefki ɣer lqaԑa
‪E060_W03_5.wav,Ur iweԑԑa ara akken ad yass
‪E061_W04_1.wav,w
‪E061_W04_2.wav,Werri
‪E061_W04_3.wav,Wekkel
‪E061_W04_4.wav,Werri-as-d amek tnawalen seksu
‪E061_W04_5.wav,Twekkel mmi-s ɣef yidrimen-is
‪E061_W05_1.wav,w
‪E061_W05_2.wav,wanes
‪E061_W05_3.wav,Zwi
‪E061_W05_4.wav,Wansen setti-tsen deg uxxam
‪E061_W05_5.wav,Yezwi-d snat n tzemrin
‪E061_W06_1.wav,w
‪E061_W06_2.wav,Awi
‪E061_W06_3.wav,Dawi
‪E061_W06_4.wav,Yewwi-yas dderya-s axxam
‪E061_W06_5.wav,Ruh ddawi iman-ik uqbel ifut lḥal
‪E062_W07_1.wav,w
‪E062_W07_2.wav,ẓweṛ
‪E062_W07_3.wav,rwi
‪E062_W07_4.wav,Yeẓweṛ di leqraya-s
‪E062_W07_5.wav,Yerwi laԑqel-is
‪E062_W08_1.wav,w
‪E062_W08_2.wav,Ssew
‪E062_W08_3.wav,Werğeğğin
‪E062_W08_4.wav,Ssew tibḥirt-ik attan teqquṛ
‪E062_W08_5.wav,Yugi ad iḥbes weğeğğin aṣeffeṛ
‪E062_W09_1.wav,w
‪E062_W09_2.wav,Wazi
‪E062_W09_3.wav,Wejjar
‪E062_W09_4.wav,Yuwwet-it wazzi
‪E062_W09_5.wav,Yeṭṭef-it wejjar
‪E063_W10_1.wav,w
‪E063_W10_2.wav,tawerqett
‪E063_W10_3.wav,awezwaz
‪E063_W10_4.wav,Ibezzeq tawerqett i d-yura
‪E063_W10_5.wav,D netta i t-id yewwin d amezwar
‪E063_W11_1.wav,w
‪E063_W11_2.wav,Lwerd
‪E063_W11_3.wav,Awraɣ
‪E063_W11_4.wav,Yewwi-yas-d lwerd imi d-yusa ad tyexṭeb
‪E063_W11_5.wav,Iqqel wudem-is d awraɣ deg lxelԑa
‪E063_W12_1.wav,w
‪E063_W12_2.wav,Lewzin
‪E063_W12_3.wav,Awezlan
‪E063_W12_4.wav,S lewzin i d-ittekkar yerxes
‪E063_W12_5.wav,Yeqqel userwal-nni d awezlan fell-as
‪E064_W13_1.wav,w
‪E064_W13_2.wav,Cwa
‪E064_W13_3.wav,Ajenwi
‪E064_W13_4.wav,Yettḥibi ad yecč lḥut d cwa
‪E064_W13_5.wav,Yessemsel ajenwi akken ad iqṭiԑ
‪E064_W14_1.wav,w
‪E064_W14_2.wav,Tarewla
‪E064_W14_3.wav,Aweṣṣi
‪E064_W14_4.wav,Tarewla temnaԑ bab-is
‪E064_W14_5.wav,Yezga yettweṣṣi fell-as
‪E064_W15_1.wav,w
‪E064_W15_2.wav,Tawacult
‪E064_W15_3.wav,tawla
‪E064_W15_4.wav,Tawacult-is akk truḥ ɣer fransa ala netta
‪E064_W15_5.wav,ɣur-s yumayen tegguma ad teṣṣub tawla-s
‪E065_W01_1.wav,w
‪E065_W01_2.wav,Wwet
‪E065_W01_3.wav,Wret
‪E065_W01_4.wav,Yewwet-it almi I d-yeffunzer
‪E065_W01_5.wav,Yewret ayen akk I d-yeğğa baba-s
‪E065_W02_1.wav,w
‪E065_W02_2.wav,Wali
‪E065_W02_3.wav,Wzen
‪E065_W02_4.wav,Yettwali s yiwet n tiṭ kan
‪E065_W02_5.wav,Tewzen-d lkilu n ğenğlan
‪E065_W03_1.wav,w
‪E065_W03_2.wav,Wezzaԑ
‪E065_W03_3.wav,Weԑԑi
‪E065_W03_4.wav,Iwezzaԑ ayefki ɣer lqaԑa
‪E065_W03_5.wav,Ur iweԑԑa ara akken ad yass
‪E066_W04_1.wav,w
‪E066_W04_2.wav,Werri
‪E066_W04_3.wav,Wekkel
‪E066_W04_4.wav,Werri-as-d amek tnawalen seksu
‪E066_W04_5.wav,Twekkel mmi-s ɣef yidrimen-is
‪E066_W05_1.wav,w
‪E066_W05_2.wav,wanes
‪E066_W05_3.wav,Zwi
‪E066_W05_4.wav,Wansen setti-tsen deg uxxam
‪E066_W05_5.wav,Yezwi-d snat n tzemrin
‪E066_W06_1.wav,w
‪E066_W06_2.wav,Awi
‪E066_W06_3.wav,Dawi
‪E066_W06_4.wav,Yewwi-yas dderya-s axxam
‪E066_W06_5.wav,Ruh ddawi iman-ik uqbel ifut lḥal
‪E068_W10_1.wav,w
‪E068_W10_2.wav,tawerqett
‪E068_W10_3.wav,awezwaz
‪E068_W10_4.wav,Ibezzeq tawerqett i d-yura
‪E068_W10_5.wav,D netta i t-id yewwin d amezwar
‪E068_W11_1.wav,w
‪E068_W11_2.wav,Lwerd
‪E068_W11_3.wav,Awraɣ
‪E068_W11_4.wav,Yewwi-yas-d lwerd imi d-yusa ad tyexṭeb
‪E068_W11_5.wav,Iqqel wudem-is d awraɣ deg lxelԑa
‪E068_W12_1.wav,w
‪E068_W12_2.wav,Lewzin
