Call ID,Status,Corrected Transcription,Timestamp,Incident Type
Appelle 72.wav,corrected,"ay transportim amotin athan gel lcoma gachou ne3limara nebra athnawi ar sbitar en urgence mala si c'est possible amé 3ziz.... anda izeghet a  madame? .....Si si  tezrit Sidi Ahmed les D... uksar ni .... g Sidi Ahmed? .....Ih Sidi Ahmed les D uksar. .....zath aa  bon, les D abrid nni ittawin ar t3esast akhi ? .....9bel l'arrêt les D ....l'arrêt les D  sa7it oumbe3d ila abrid itekchamen ar  les bâtiment n wuksar  oumbe3d isoufourara yakhi ?....  wina iznouzay l7outh kan Atekchemt a droite ... Atekchemt a droite ?...  anda lant les batiments  d takserth..... Eh, qartak  amalade a malade ayi  inconscient yakhi?.....wellah  inconscient ... ih. D'accord a madame, amthendcheye3  athnawi ar sbitar  ya pas de problème, yakhi ar  khlil amrane ? ....Khlil amrane amé ... ih  chey3ed kan hed ar bera adi3as...  Tura? ....., ih toura ih ... D'accord amé a3ziz  D'accord, d'accord.... d'accord .",2026-03-08T21:18:17.422736,medical_emergency
Appelle 73.wav,corrected,"Allo? -7imaya oui  -salam 3likoum - Salam. -A khouya ma3labalich ana, ma3labalich rani m'Bejaia -Oui ?-. Exact, hna fi Seddou9, 9aryet imoula. Kayen hna tomobil cha3let fiha nar, ma3labalich  3aytoulhoum dejà omajawch . -Seddou9? -Seddou9 ih. -Seddouk feu de voiture?- Feu de voiture ih, cha3let fiha nar ma3labalich kifach  - Ah khlass kherdjou, kherdjou ta3 Seddou9, rahoum jayin. -Rahoum jayin? - Ih-aruh ih. Sa7a - Sa7a.",2026-03-08T21:45:03.326431,fire_vehicle
Appelle 74.wav,corrected,"L7imaya lmadaniya, allo? ... L7imaya lmadaniya, allo? ... (bruit de coupure)",2026-03-08T21:45:59.189727,unknown
Appelle 75.wav,corrected,"Allo? -Allo oui an3am. -Salam u3likum. -Wa3likoum salam, les pompiers n Bgayeth?- Ih,nes3a wayetnin yemma ttwara7 attnawi ar sbitar -anda?, -aqlagh imehdiyen.- imehdiyen - Ih, -imehdiyen  Donc, wa7id Cité Douanière? -eh  a3tik sa7a eh - Wachou la famille a seyed ?   -Ouaret. -Ouaret? -Ih. -aghteket repair  dina g  Imehdiyen ? - Ah? aniwa amkan exact a ? Abrid ni isoufoughen a tizi .- Wachou la famille  ? Famille Ouaret aken  aghdi3as dina hed  aken- ah ? - aghdi3as 7ed kan achey3er l'ambulance      -D'accord, ih. Alimd kan sidda akound3aser dina g kham Sa7a.",2026-03-08T22:47:46.792055,medical_emergency
Appelle 76.wav,corrected,"gla3nayak  aghdchey3ed l'ambulance nes3a yiweth la dame dayi   theghli dayi ar  madala phone, en face l'hôtel Madala. - en face l'hotel madala ? -ih Madala phone bedat, tame9rant ni  tina anda yela boule3lawi - achu itiwghen tametouth ayi ? ... - welleh tkhedem dina d'un seul coup teghli ouzrira  ner sker ner tergigi ikel   -Ok  Zdakhel Madala phone yakhi ?  - Zdakhel Madala phone bedat eh tina  boule3lawi  .- d'accord ih .-aya d'accord sa7a ",2026-03-08T22:53:51.966248,medical_emergency
Appelle 77.wav,corrected,"Allo salam wa3likoum.- 3likoum salam warahmatou lah - Khuoya kayen wahed tomobil derapate douk.-Anda ?- M3a triq  chet a khouya triq elli teddi mn Berdj Jdi? tkharej l Sraguin chet  Sidi Boudjrit, triq l'Berda tahbet l Sidi Boudjrit- triq l'Berda ? -l'berda te7bet  l sidi boudjrit  m3a l'7dour hadouk.-eh  -Hayweh  wa7da kima makan l'ma3ssra foug chwiya m3a l'7dour hadik talga wa7ed Polo derapate te7t trig . -Ih,  Sidi Boudjrit, anda ? -qbayli ? -eh  an3am ih rouh  - ahviv tezrit Sidi Boudjrit 'Berda  l Sidi Boudjrit. -eh - hayweh  sali kan aka chwiya aten din uksar  ni - eh d'accord lan les blessés ? ner te3limtara ? -ah ? -ma lan les blessés dina ? - eh lghachi a? -eh- lan sin lan sin  dina l3ibad ahnen - d'accord - aqliyi chargir chwiya sucamion sa7it agma .",2026-03-08T23:20:29.803665,accident_vehicular
Appelle 78.wav,corrected,"Caller: Salam wa3likoum . Receiver: Wa3likoum salam warehma . Caller: Khouya 3andi l'walida rahi chwiya mrida, f Dra3 l'Gaid, Bel7an. Receiver: Dra3 l'Gaid? Caller: Eeh. Receiver: Dra3 l'Gaid t9i9a akdeker numero  marki: 034 18 51 21.  034 18 51 21? Caller : e3tik sa7a barak allahu fik  Receiver: fik baraka  sa7a.",2026-03-08T23:25:59.980125,medical_emergency
Appelle 79.wav,corrected,"An3am? - Gle3nayak aa yakhi l7imaya ? - wayi nebgayeth wayi  - eh gla3nayak  nes3a dayi yiweth la damme collegue de travail thedukh chwiya. Ar tama n bureau de recrutement. - Anda? - nirak thama n bureau de recrutement. - Anda yella bureau de recrutement? - Bureau de recrutement en face... en face mudiriyat ta9a, g bgayeth  - Bureau de recrutement, mudiriyat a taq9? - Ih... arwa7 bureau de recrutement tifidid asabrin n t3aser . - Anda yela ?  ketchmen ? edimco ? quartie sghir ? anda 3elmer nek bureau de recrutement  - Ma3liche, ma3liche , akdsfehmer ble39el Cité zedma Cité zedma - Cité zedma ?  -Cité zedma achbal louma  ad tattret  wa7id wasif  atafet bureau de recrutement dapiste n l'ibri. - D'accord, ih. - gla3nayak. - D'accord - rapide chwiya  . ",2026-03-08T23:50:51.045806,medical_emergency
Appelle 80.wav,corrected,"Allo? - Les pompiers?- Les pompiers, oui.- gla3nayak   l'bloc C5. -Amek? -Une urgence au bloc C5, Ihadaden, 2000 logements.- C5 2000 logements, dachu yellan? - une urgence akh-ti, je sais pas  Qu'est-ce qui se passe? Il arrive pas à respirer. -Amek? -On ne sait pas, nirakd il arrive pas à respirer.- Anida-exact? -athen da g kham- 2000 logements C5,- bloc C5, bloc C5. - Anda lan  lycée fkiyid kan repère? Wahi  l'commissariat a ? , -win ikhedmen les plaques n tonobilath , juste à côté. -Côté ni Royal? -Eh, côté Royaleh - Aya d'accord, d'accord. sa7a -  Rapide, rapide, -aghdi3as yewen g bera  d'accord? -  Sa7a -sa7a",2026-03-09T00:02:40.956320,medical_emergency
Appelle 81.wav,corrected,"Allo? -Allo. -Allo, oui? -Salam 3likoum Kayen wa7ed l'accident hna f Polyvalent. -Polyvalent, win exact Polyvalent? -Cheft  l'lycée, -eh - juste chwiya. -Ehh, dachou ilan dina  exact? -An3am? -Dachou ilan  exact? - Wthan yeweth n tmetouth meskinte s tonobil - Ah, d'accord. Ok. Sahha. - Merci -Sa7it sa7it .",2026-03-09T00:20:02.625734,accident_pedestrian
Appelle 82.wav,corrected,-Salam wa3likoum. - Wa3likoum salam . - Les pompiers ? - Les pompiers oui . -ya une  accident f'autourout. -f  L'autourout win exact ? - aaa Allo ? Allo ?,2026-03-09T00:22:12.871416,accident_vehicular
Appelle 83.wav,corrected,"— Allo ? salam wa3likoum  Les pompiers ? — 7imaya. Allo — ya une  accident sur l'autoroute, la nouvelle autoroute  tina n Bouira. — eh aniwa wamkan  exact ? — Weleh j'ai dépasé sa fais wa7ed deux minutes ner  trois minutes sinon en face parallèle avec Akbou. — -D'accord, sa7a. C'est bon, c'est bon lou3anared Sa7it  agma  — y'avais une  intersection kima l vers n'Sidi Aïch dhina aa - ok sa7a.",2026-03-09T00:28:48.831677,accident_vehicular
Appelle 300.m4a,corrected,"salam ou3likum l'7imaya? ... Wa3laykum esalam... ouii l'7imaya lmadaniya... ma ma3lich ad ro7em athan dagi yiwen ighli dayi  isker... isker? Anda ?...  Exactement g Chemini, I3eyadhen... I3eyadhen, anda exacte? ... an3am i Taddart mi seman I3eyadhen ar rond point ni, exactement rond point zdat n l'CEM... D'accord eh sa7a tura dchey3egh lambulance ...ma ma3lich d3ijlem chwiya ma ma3lich...ih d'accord sa7a.",2026-03-11T17:05:11.775969,medical_emergency
Appelle 301.wav,corrected,"Asalamo 3likom.... Wa3likom salam oui l'7imaya l'madaniya....athan ma ma3lich adro7em ar l'quartier Souk el Tnine, en face cem n Amroune....achu yelan?... Tela la fuite de gaz, la fuite de gaz. ma maalich chwiya d3ejlem chweya,les blessés oulach, aka mais thela la fuite de gaz.... Eh mais la fuite de gaz iwachu? Amek tela la fuite de gaz? ...Deg yiwn uxxam, deg yiwn uxxam, d yiwn ljar thidisfu7en ....sra7ayemd lgaz? la3imd la3imd iwidak ni i sonalgaz  Nekni c'est pour transporter un malade negh blessé ngh .... an3am ii Ah.",2026-03-09T05:57:19.248164,hazmat
Appelle 302.wav,corrected,"Allo oui?...a salamou 3likoum....Oui l'7imaya l'madania....athan ma ma3lich adrohem ar Tichy  athan d yiwen iggherken nekssithid ... thekssithid?... i3ach aka an3am i..ih?..ih... n3awed neksithid nigham athan tura i3ach itnefiss...ih ih...mais isker ma ma3lich ad3ijlem chwi ahath...ih...ahath  adi7yu nchlh....ih D'accord, eh.",2026-03-11T17:07:11.357814,drowning
Appelle 303.wav,corrected,"Oui l7imaya lmadaniya negh ?... - Oui oui l7imaya lmadaniya.... athan ma maa3lich adrohem ar le9seur exactement Berchiche...aah dachu yellan?...athan d yiwen ivgha ad i suicid,ivgha d suici yiwn ivgha d suicider... Yiwen igvha ad suicider ? ... An3am iih, ma ma3lich ad  3ejlem ahath adimne3 nchlh inchAllah.... Anda exact g'Berchiche ? ... Berchiche 3.... Berchiche 3 ? ... An3am ii...  D'accord ii sa7a... L'quartier  n Berchiche 3... sa7.",2026-03-11T17:09:05.785572,other
Appelle 304.wav,corrected,"Salam 3laykum.... 3laykum salam...El 7imaya?...Oui, l'7imaya lmadaniya?oui...a tres bien ...  Atan  dabagar igelan dayi g Centre ville n Bgayet... Centre ville n Bgayet, eheh  dachu igelan?...An3am i d sin igttenaghen athan yiwen degsen  iblessé. ...amk  iblessé grave aah?... An3am grave....aah Sin n l3ibad? ... An3am yiwen yerwel wayed yeblessé....D'accord ii...iwthith selmous... d'accord iii... Sa7a",2026-03-11T17:10:43.302787,assault_violence
Appelle 305.wav,corrected,"Assalamu 3alaykum....oui alaykum salam, oui s  7imayal madaniya?.... a tres bien  ma maalich adrohem attawim yiwth temgharth ar sbittar...eeeh... athan Teghliyagh dagi g chemini  exactement g semaoune ...dachu ttiwghen temgharth ayi? ...thamgharth agi thehlek nigham  theghli, teghli athan nkni unezmirara akya  ttnerfed..... Eh, ch7al l'3meris? Atts3u aken 90 sna...D'accord i d'accord ,,ih..tura dchey3egh  l'ambulance.... D'accord.",2026-03-11T17:12:54.993941,medical_emergency
Appelle 306.wav,corrected,Aselamu 3laykum.... Wa 3alaykum asselam 7imaya madaniya...a Tres bien ma  m3alich admru7em dagi ar ighi ouzzoug  exactament g terminus....Dachou yelan?... Adyiwn tetfit la crise athani yghliyagh dagi....aaa Daqchich damzyan?...ah?...daqchich damezyan ngh amk?....Khati c'est un jeune me9er chwiya.... D'accord iyeh. Sa7...aru7.,2026-03-11T17:14:46.056842,medical_emergency
Appelle 307.wav,corrected,"asalamu alaykum... Wa alaykum asalam l'7imaya l'madaniya oui? ....aa ma maalich adrohem ar Chemini... ih dachu yelan?...exactement Sou9 Ufella... dachu yellan?...Ad yiwth ta9chicht dagi aaa  ikerchit uqejjoun ...Ikherchit uqejoun? Taqchicht?... En3amiii..., grave negh machi grave? ....Grave chwiya ta3mled aa ilqa ad ghiwelem incha'allah atemne3... Anda exact?...g Souq ufella Chemini....D'accord eh... d'accord...tura d chey3egh l'ambulance.",2026-03-11T17:15:48.325472,medical_emergency
Appelle 308.wav,corrected,"Salam 3laykoum....Alaykoum salam  7imaya madenya....7imaya?ma  Me3lich adro7em ar Seddouk exactement g dachu yellan?... thadarth n mSisna d yiwen yeghlid fellas sour....Amek?... il est con ,yeghlid fellas esour, esour.... Yeghli?... En3am, yeghli fellas sour Il est conscient aka mai thwa9ra7 ilaq dghiwlem chweya....Anda exact  3awediyid ma  me3lich? ...aa Seddouk  la commune n Seddouk thadarth n msisna exactement ...daccord ii...ar rond point ni. D'accord..., d'accord sa7a",2026-03-11T17:18:02.081707,structural_collapse
Appelle 309.wav,corrected,"Asalam 3likum.... 3likum esselam oui  L’7imaya l'madaniya oui... ma m3alich dassem l’7imaya l'madaniya? Ar Boukhiama, exactement l'arée u virage d yiwen o moto igxdmen l'accident l'wa7is  u camion ...Sh7al lan les blessés?... Les blessés walagh athan bu la  moto nni il est blessé  yiwen n blessé kan...yiwen blesse? ...An3am  yiwen n'blessé kan igelan bou la moto....D'accord iiih tura dchey3egh  l'ambulance ardina....Sa7a.",2026-03-11T17:20:13.895763,accident_vehicular
Appelle 310.wav,corrected,"Allo ssalam 3alaykum... 3alaykum Essalam oui l7imaya lmadaneya ....ma m3lich ad ru7em ar degi Béjaia ville exactement wa7id la brise....Dacu illan? ....Adyiwn ukham t igtred9en.... akham  itert9en? An3am iii...amk iterte9 uzritara negh amk?...aaa d la fuite d gaz igellan ch3el tmes .... D'accord eh, d'accord... sa7a.",2026-03-11T17:23:37.157248,fire_building
Appelle 311.wav,corrected,"aaaa Salam alikom m3akum l'7imaya l'madanya.... ouii 3likum salam... aaa s3igh dagi yiweth l'accident gar l'bus wa7id la moto dayi dauiwa7id...ganida?...dayi wa7id aa wa7id aa Ighil aa ighil aa ighil 3li.... Ighil 3li anwa amkan exact?...Wa7id waytnin l'train, nagh thessnet train ni dhina..... En face CEM ni?.... Ih, en face CEM ni..... D'accord chhal les blessees  lgela.?... ila yiwen  wina la moto kan iblessin, waytnin l'bus ithyugh uma  dazou7.... D'accord,tura dencheya3  les pompiers.... Sa7a.",2026-03-11T17:24:48.068776,accident_vehicular
Appelle 312.wav,corrected,"Salam 3likoum ma3koum l7imaya lmadaniya....  Oui 3likoum salam thella dayi taterteq yiwen oukham dayi wa7id l9ouds.... ganida exacte... ,gvgayeth ,gvgayeth  ....anwa amkan fkiyd amkan ma maa3lich...gvgayeth ... gvgayeth  dayi ville gvgayth  ville dayi taterteq wa7id l9ouds yiwen akham taterteq....wa7id?... Wa7id l'arret l'9ouds thina  n allée...a d'accord.... Illa yiwen akham dinna taterteq.....lan les blessés? ....A3limghara, a3limghara a9lin dayi aaa s tomobile inou, tsema a3limghara ma taterteq nagh lan les blésses negh...daccord",2026-03-11T17:33:36.041357,fire_building
Appelle 313.wav,corrected,"Salam 3likum m3akum l 7imaya lmadaniya...Oui l'7imaya l'madaniya?.... An3am eh... achu gedran? ....thella dayi wayetnin chute de moto dayi ighli ighli yiwn s la moto ins... ganida?.... ila itt dayi g autoroute wa7id avrid ni ittawin lautourout ni n  oued ghir... D'accord Il est conscient?.... Khati, il est conscient, ighli kan g l'moto, après iblesser chwiya tarniscdagi amaken, ttazalen chwiya idamen g tarnis. D'accord tura dencheye3 l'ambulance.... D'accord, sa7a.",2026-03-11T17:41:14.198985,medical_emergency
Appelle 314.wav,corrected,"M3akom l7imaya lmadaniya, allo? ...Oui, salam aleykoum.... Aleykoum salam, n3am? ... thella yiwth temgharth dayi ta3el l'hypoglycémie dayi  wa7id l'qouds.....Wa7id l'Qouds...wa7id lqouds ganid amkan?...Zrid  ljame3 nni lecole ni wina  ighil u3ezog aa  jame3 nni.... D'accord elle est consiente thayi aathemgharth ayi a?? ....eh zemret?...esque elle est consiente... Khat ih  tze khati teghli Doukh  thdukh malich aka chweya ad nchege3 lambulance... D'accord iii.... sa7a...sa7a.",2026-03-09T07:01:32.242071,medical_emergency
Appelle 315.wav,corrected,"m3akoum  l'7imaya l'madania ne3am?... Euh... tella dayi yiwt tamettut dayi teghli... t'doukh wa7idaa  Madala... Wanida exacte a madame?... Madala stade....g Madala? En face madala? Eh g stade eh... t doukh yiwt n tmettut degi g t7anut, une3limara chuttyughen dqiqa thdukh ..... Ma3lich aka chweya dawed  l'ambulances... D'accord sa7a.",2026-03-09T07:05:01.891650,medical_emergency
Appelle 316.wav,corrected,Salam 3alaikum m3akum l’7imaya l’madania n3em....eh Allo oui thella yiwth l'accident dayi wa7i snath n'tumubilat wa7id la Wilaya la Wilaya.... ganida exact Wilaya anida?... G la Wilaya g Bgayet vgayth ville.... En face lycée ni Amoroun?... khati  khati wa7ed la Wilaya anda yella l'Maire ni winna  l'Wali anda ixedem l'Wali.... Ah d'accord d'accord esque lan l'blessés? ttwalid lan l'blessés? ....Khati d l'accident kan garasen umbe3d yiwen wa9ila wa9ila yejre7 yejre7 gfousis....Yiwen kan igellan yejran?....ih yiwn kn ... Il est conscient? ....Eh yiwen kan khati il est conscient il est conscient khati... D'accord akka chwiya dawed l'ambulance.,2026-03-11T17:42:27.726920,accident_vehicular
Appelle 317.wav,corrected,"L7imaya l'madani na3am?... Ila dayi ila dayi yiwen n na9cic i irgha meskin irgha mskin dayi  mlih s teboutayt n lgaz ila yech3al bach ad isebb....Est-ce que la blessure ni elle est grave? ... Eh amakn meskin chwiya grave itwa9re7 eg foussiss. ...ganida  exactement a madam? ...aaa Dayi wa7ed l'restaurant dayi , dayi wa7ed la ville  winna ismis dayi wa7ed la wilaya... Ism-is n l'restaurant ni? ... La Mignonne, La Mignonne l'restaurant ni....aaaa  D'accord, d'accord aka chweya dawed ambulance ni... D'accord daccord  sa7a.",2026-03-09T13:33:32.566243,medical_emergency
Appelle 318.wav,corrected,"Allo Salam 3likum  ma3koum l'7imaya l'madaniya, n3am?... Wa3likoum essalam, i ila dayi yiwn u9chich ighli ighlis s vélo... ...ganida exacte madam? ...Wa7id les 600 les 600 dayi deg aa wina  après l'EDIMCO les 600 ...a daccord an3am...laree 600..an3am iii....esque blessi mli7? ....Ah ighli kn ijreh kan chwiya...  chwiya ttema mashi blessure grave? ....ih mais ,mais ...non....ighli g 9eroyis ighli g 9eroyis izmer l7al  izmer l7al grave ngh 3elemgham nki l'escentielle athan dayi athan dayi wa7ed les 600....daccord",2026-03-09T13:40:31.908555,medical_emergency
Appelle 319.wav,corrected,"Assalam u3alaykum, m3akum l7imaya lmadaniya, ne3am? ... Ah... dayi g sidi ali  l'b7ar, wa7ed la residence nni.. - Eh? - Illa yiwen yagressi wayet, umbe3d iwtith s'lmouss....Eh? Est-ce qu'il est conscient? .... Adel jeune, yeghli g'l9a3a, il est conscient mais itwedjra7 g'3abbouthis, dina iwtthah....daccord...ma  ma3lich rapide parce que athen athen ta3elmet, l'cas chwiya urgent, urgent....tura dchey3egh l'ambulance.... Eh, d'accord, sa7a.",2026-03-09T13:44:27.309862,assault_violence
Appelle 320.wav,corrected,"Salaam 3alaykoum  m3akoum l'7imaya l'madaniya n3am?....Allo oui, uh rani fi Toubal Toubal l'gaid.... Win exacte a madame? ....Toubal wa7id l'jama3 tzalit nni... je vais pas bien chweya ma ma3lich attasemd ...wechkayen?wechkayn?...Je me sens... j'ai fait un malaise, ma ma3lich attasemd....D'accord  doka nbe3at les ambulance.... D'accord, sa7a.",2026-03-09T13:47:16.893669,medical_emergency
Appelle 321.wav,corrected,"Azzul, ma3koum l'7imaya l'madania. An3am?.... oui, S'il vous plaît nki aqlin wa7id la Wilaya, illa quelqu'un qui respire mal dayi g zaths l'restaurant dayi wa7id la mignonne  ni... An3am, est-ce qu'il est conscient a madame?... Khati il est conscient... nighamd kkn ur uttispira ara bien ma mam3lic c'est urgent...ganida exact g'la Wilaya? ...Wa7id l'restaurant Mignonne.... D'accord akka chwiya adawed l'ambulance a madame ...Sa7a.",2026-03-09T17:08:42.714966,medical_emergency
Appelle 322.wav,corrected,"Salam Alaikom  Ma3koum l7imaya lmadaniya n3am?.... illa yiwen ukham dayi iterteq wa7id ighil u3ezog wa7id les 600.....Ayye, n3am. Essqou lan  lles blesses?.... Wallah ma n3alem Zregh kan dagi itertq kan lu3aghawend direct daccordtura dawed  l'ambulance a madem.... Sa7a.",2026-03-09T17:10:33.041897,other
Appelle 323.wav,corrected,"Allo m3akom l'7imaya l'madaniya an3am....aaa  S'il vous plaît  ila dayi yiwn  iyeblokki l'ascenseur dayi wa7ed l'sadma....Wa7ed l'sadma?... Eh, l'sadma snem   l'sadma?, anda illa l'ashbal l'oumma ni.... D'accord aa esque il est conscient.... Dina a9alagh l'block ni en face n'Ashbal l'ouma yiwen dina iyeblokki g lascenseur ttema ne3limara ma yela conscient ngh khati.... D'accord Madame tura dawed l'ambulance.... Sa7a.",2026-03-09T17:14:20.983278,medical_emergency
Appelle 324.wav,corrected,"Salam Alaikoum yidewan, l'7imaya l'madania an3am?....  aa S'il vous plaît dayi wa7ed illa yiwen uqshish damzyan i3el une intoxication icha kra uba3d iradd dayi, irad wa7ed...ganida amadam? fkiyid laddresse ma ma3lich... Wa7id remla, wa7ed cité remla après...  cite Remla?....  Eh, Remlat ih g remla zrit l'poteau n'tirsiti dinna, anda illa takhamt  n'tirsiti. ...Dachu?  ...Itittarad ittarad ma  ma3lich s'il vous plaît urgent.... D'accord madame tura dcheg3egh l'ambulance.... Saha.",2026-03-09T17:19:33.729858,medical_emergency
Appelle 325.wav,corrected,"yidwen l7imaya lmadaneya an3am?...S'il vous plaît ila dayi  l'fuite de gaz dayi wahid axxam negh, deg lecole modi g'yiwen n'wexxam u3limghara chhal l les victimes illan izemmer lḥal duxen sezdakhel na3limaara....daccord amadam aka chweya dawden les pompiers daccord saaha..",2026-03-09T17:22:12.927352,hazmat
Appelle 326.wav,corrected,"Allo l7imaya lmadaniya fl'istima3, an3am? ... Oui, mselkhir Illa dayi yiwen l'incident dagi g la gare routière.... An3am? Shu gellan? ... Illa dayi times, times! L'incident dagi g la gare routière...Times? ...Yiwen l'bus iii... yiwen l'bus itertteq.... Eskque  llan les victimes g'lbus-nni? ...A welach, khati  Lbus-nni illa vide Illa vide umbe3d itertteq akeni d'un coup.... D'accord, attaya l'ambulance.....Aya sa7a.",2026-03-09T17:24:49.879412,fire_vehicle
Appelle 327.wav,corrected,"Allo l7imaya lmadaniya m3akum?an3am ....Allo oui mselkhir illa dayi sin n irgazen dayi nughen  l'gare routière umbe3d iwen iwthath s l'moss umba3d aa... ganida madam?...  Dayi l'gare routière, l'gare routière....g la gare routière an3am? sin nughen .... dayi sin nughen umbe3d iwen ijerhit s l'moss ....yIwen kan aa?...ih yiwn kan i yeblisèn? D'accord, d'accord attaya l'ambulance a madam. ...Eh.",2026-03-09T17:28:51.393822,assault_violence
Appelle 328.wav,corrected,Allo l7imaya lmadaniya.... Oui mselkheir s'il vous plaît ilaa dayi un plafond ighli wa7ed l'ville wa7ed Ibn Sina....achu iglan? ...yiwn plafond nukham ighli.... Est-ce que llan leblisses?.... 3limghara 3limghara zrigh kan plafond nni ighli lu3aghawend... D'accord amadame tura dcheg3egh l'ambulance.... Merci sa7a.,2026-03-09T17:31:19.671715,structural_collapse
Appelle 329.wav,corrected,"Allo oui l7imaya l'madaniya.... Allo salam alaykoum...3likum salam...Athan dagi ness3a  yiwen umghar tetfit la crise ugettherikara ak un3alim ma ymmut negh  g-lkhmis... umba3d cv chghel uthyugh uma dazuh aa?... Nigham a madame athan thetfith  la crise ugettherik ara  mem pas... D'accord, d'accord..ma maalich ad 3ijlem chweya urgent cest urgent...ih tura dchey3egh lambulance ... D'accord...sa7a",2026-03-09T17:35:20.504262,medical_emergency
Appelle 330.wav,corrected,Allo oui l7imaya lmadaneya ....alli salam 3likum ...3likum salam...athan dagi thella l'accident de moto g'Amriw pret de rond point....accident la moto wa7i menhu?... An3am aa la moto ak tumobil atan dagi twaligh lan sin les  blesés un cas très grave aa ma maalich ad 3ejlem chweya ...ii  D'accord tura dchey3egh l'ambulance Sa7a.,2026-03-09T17:38:31.629663,accident_vehicular
Appelle 331.wav,corrected,"allo oui L'7imaya lmadania.... Allo asalam3alikom athan dagi thella l'explosion de gaz g Aokas....Anda exact? ...Aokas, zrid en face lycée Hafsa.... - Eh-heh.... - athan dagi lan sin n brûlés grave  deux brûlés grave... Amek i terteq?... Adelgaz a madame, delgaz, l'explosion de gaz.... - Eh amek i tertq lgaz-ni? i niwa dexxam? dachou?... - Allah m3alam, daxel w'exxam, daxel w'exxam, l'explosion de gaz daxel w'exxam g Aokas.... - D'accord, eh.",2026-03-09T17:40:32.368027,fire_building
Appelle 332.wav,corrected,"Allo oui  l7imaya lmadaniya? ...- Allo, salam alaykum Ma  ma3lich ? Ad ruhem un 'cas urgent d yiwth tmetoth elle a fait  un malaise grave....- Anda? ....G l'marché deg Bgayet centre.... Anda l'marché  deg Bgayet centre ayi?... - Bejaia centre, ih. ...- L'marché anda exact?.... gel marche g vgayeth  Bejaia centre....Ih, d'accord tura dchey3egh l'ambulance.",2026-03-09T17:43:45.010451,medical_emergency
Appelle 333.wav,corrected,"Allo l'7imaya l'madania?...Oui l'7imaya l'madania.... Asalamu alaykum athan mamaalich ad 3ijlem  ila dagi  l'7riq...anda?... g amizour.....  anda ext  deg Amizour? ....A côté n winna, l'école supérieure UST.... amk thecha3al? T-cha3al mli7?... — thech3eel athan an3am thcha3al mli7  atas ikhamen iglan dagi sont proche..... D'accord iitura dchey3egh tura dchey3egh ...ma maalich ad 3ijlem ..daccord i...cest un cas tres  urgence sa7a.",2026-03-09T17:49:53.348839,fire_building
Appelle 334.wav,corrected,"Allo oui l'7imaya l'madania.... Allo salam alikom ma Ma3lich ad ro7em deqi l'bus ignneqlaven.... Anda?... En face n winna n l'fac Aboudaou ar wevridnni.... L'université Aboudaou?... An3am i.... El bus ineqlaven aa? ..lbus inealaven...ineqlav athan dagi 3la hasav ayn ttwaligh au moins, au moins dix blessés igllan.... Oh..... ih D'accord tura dchey3egh.... Sa7a.",2026-03-09T17:53:27.223880,accident_vehicular
Appelle 335.wav,corrected,"L'7imaya l'madania, oui?... Allo, salam alaikoum  l'himaya l'madania athan ma maalich adro7emar heddaden les 600  dyiwen we9chich icoince  g l'ascenseur.... Anda,amk? Deg l'appartement? .....Eh, deg l'appartement daxel l'ascenseur, athan icoice dinna n3weq amk athidnekes cest un cas tres urgent ma maalich ad3ijlem...Anda exact? anda g les 300  anda? Anda madame? ...Eh, l'IH 300 gIhadaddene.... Eh, anda exact g l'bloc nni? Anwal'bloc?... Amek ismis l'bloc nni... l'bloc 3. L'bloc 3? L'bloc 3, en face l'arrêt madame.... En face l'arrêt les300?... En3am, eh exact. ...D'accord tura dchey3egh ... sa7a.",2026-03-09T17:59:58.783721,other
Appelle 336.wav,corrected,"L'7imaya l'madania.... Allo, Allo assalamou3alykoum. ....aah Ma ma3lich ad rouhm thekar thmess dagi g Cevital.... Anda? Anda?... Wenna l'usine aa?.... An3am i....lusine cevital.... Wlash l'blessé?.... khati wlach les blessees mais hacha devda...ma ma3lich ad 3ajlem chwiya attekhsi inshAllah.... D'accord.",2026-03-09T18:01:49.439014,fire_building
Appelle 337.wav,corrected,"L7imaya lmadaniya... Allo, Allo Salam Alaykoum ma Ma3lich adru7em oued Ghir thelal'accident dagi gar moto ak tomobil.... Anda exact g oued Ghir? A rond-point n-Wad Ghir a madame.... Rond-point ouead Ghir wa7id dakhlanni? ...An3am iyeh...umba3d Amek blisé mli7 aa?..... Bu la moto nni aa iblisé ma d bu tomobil nni uthyugh kra.... D'accord tura dchey3egh l'ambulance....Sa7it.",2026-03-09T18:05:48.909774,accident_vehicular
Appelle 338.wav,corrected,l7imaya lmadaneya...Allo Essalam 3aykum 7imaya madaniya..oui...athan ma ma3lich  drohem un cas agent dayi chemini exactement divane g chntille yiwen tewthith l'électricité....umba3d uthyugh uma dazuh seyed ni?yaghli idukh dachu thiwghen?....athan nmen3ith mais athan idukh....daccord ih tura dcheg3egh lambulance.,2026-03-09T18:09:55.059819,medical_emergency
