file_name,audio_path,transcription,role,scenario_id,turn_idx,incident_type,location,speaker
Dida_30fd6b7e\assault_violence_s014\Dida_30fd6b7e_assault_violence_s014_t02_caller.webm,audios\Dida_30fd6b7e\assault_violence_s014\Dida_30fd6b7e_assault_violence_s014_t02_caller.webm,"commune aït-r'zine, village guendouz, en face l'apc.",caller,SYN_assault_violence_002__00039,04,assault_violence,"Aït-R'zine, village Guendouz, en face l'APC",Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s014\Dida_30fd6b7e_assault_violence_s014_t03_caller.webm,audios\Dida_30fd6b7e\assault_violence_s014\Dida_30fd6b7e_assault_violence_s014_t03_caller.webm,"ul zrigh ula, llan idamen attas.",caller,SYN_assault_violence_002__00039,06,assault_violence,"Aït-R'zine, village Guendouz, en face l'APC",Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s015\Dida_30fd6b7e_assault_violence_s015_t01_caller.webm,audios\Dida_30fd6b7e\assault_violence_s015\Dida_30fd6b7e_assault_violence_s015_t01_caller.webm,"allo salam, yiwen le voleur yekker-as i yiwet n tmettut, yewwet-itt.",caller,SYN_assault_violence_002__00040,02,assault_violence,"Beni Djellil, wa7id sbitar aqdim, quartier l'moujahidine",Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s015\Dida_30fd6b7e_assault_violence_s015_t02_caller.webm,audios\Dida_30fd6b7e\assault_violence_s015\Dida_30fd6b7e_assault_violence_s015_t02_caller.webm,"di beni djellil, wa7id sbitar aqdim, quartier l'moujahidine.",caller,SYN_assault_violence_002__00040,04,assault_violence,"Beni Djellil, wa7id sbitar aqdim, quartier l'moujahidine",Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s015\Dida_30fd6b7e_assault_violence_s015_t03_caller.webm,audios\Dida_30fd6b7e\assault_violence_s015\Dida_30fd6b7e_assault_violence_s015_t03_caller.webm,"ih, teblessi g fusi-s, t-bki meskint.",caller,SYN_assault_violence_002__00040,06,assault_violence,"Beni Djellil, wa7id sbitar aqdim, quartier l'moujahidine",Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s016\Dida_30fd6b7e_assault_violence_s016_t01_caller.webm,audios\Dida_30fd6b7e\assault_violence_s016\Dida_30fd6b7e_assault_violence_s016_t01_caller.webm,"sbah lkhir, yella wergaz iblessi, agression, wwten-t yagi rhun.",caller,SYN_assault_violence_002__00041,02,assault_violence,"Beni Ksila, route nationale RN24, zdat l'plage ouest",Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s016\Dida_30fd6b7e_assault_violence_s016_t02_caller.webm,audios\Dida_30fd6b7e\assault_violence_s016\Dida_30fd6b7e_assault_violence_s016_t02_caller.webm,"beni ksila, f la route nationale rn24, zdat l'plage ouest.",caller,SYN_assault_violence_002__00041,04,assault_violence,"Beni Ksila, route nationale RN24, zdat l'plage ouest",Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s017\Dida_30fd6b7e_assault_violence_s017_t01_caller.webm,audios\Dida_30fd6b7e\assault_violence_s017\Dida_30fd6b7e_assault_violence_s017_t01_caller.webm,"allo, svp arwa7u, thella ddabza gar ljiran, yewt-it s tesseggart!",caller,SYN_assault_violence_002__00042,02,assault_violence,"Aït-Smail, cité l'indépendance, bloc 4, zdat l'école",Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s017\Dida_30fd6b7e_assault_violence_s017_t02_caller.webm,audios\Dida_30fd6b7e\assault_violence_s017\Dida_30fd6b7e_assault_violence_s017_t02_caller.webm,"an3am! di aït-smail, cité l'indépendance, bloc 4, zdat l'école.",caller,SYN_assault_violence_002__00042,04,assault_violence,"Aït-Smail, cité l'indépendance, bloc 4, zdat l'école",Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s018\Dida_30fd6b7e_assault_violence_s018_t01_caller.webm,audios\Dida_30fd6b7e\assault_violence_s018\Dida_30fd6b7e_assault_violence_s018_t01_caller.webm,"salam 3likoum, argaz ithedid tamettut-is s lmus, tura yewt-itt, di temmeth s idamen.",caller,SYN_assault_violence_002__00043,02,assault_violence,"Akfadou, centre, cité 20 logements, bloc A, deuxième étage",Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s018\Dida_30fd6b7e_assault_violence_s018_t02_caller.webm,audios\Dida_30fd6b7e\assault_violence_s018\Dida_30fd6b7e_assault_violence_s018_t02_caller.webm,"di akfadou, centre, cité 20 logements, bloc a, deuxième étage.",caller,SYN_assault_violence_002__00043,04,assault_violence,"Akfadou, centre, cité 20 logements, bloc A, deuxième étage",Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s019\Dida_30fd6b7e_assault_violence_s019_t01_caller.webm,audios\Dida_30fd6b7e\assault_violence_s019\Dida_30fd6b7e_assault_violence_s019_t01_caller.webm,"allo, di adekar, rn12, zdat l'usine. yella ttrad, wwten yiwen waqchich s yedghaghen.",caller,SYN_assault_violence_002__00044,02,assault_violence,"Adekar, RN12, zdat l'usine",Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s019\Dida_30fd6b7e_assault_violence_s019_t02_caller.webm,audios\Dida_30fd6b7e\assault_violence_s019\Dida_30fd6b7e_assault_violence_s019_t02_caller.webm,"yiwen bark, iblessi g uqerruy, il est conscient chwiya.",caller,SYN_assault_violence_002__00044,04,assault_violence,"Adekar, RN12, zdat l'usine",Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s019\Dida_30fd6b7e_assault_violence_s019_t03_caller.webm,audios\Dida_30fd6b7e\assault_violence_s019\Dida_30fd6b7e_assault_violence_s019_t03_caller.webm,dachu yellan? sh7al n l'blessés?,caller,SYN_assault_violence_002__00044,03,assault_violence,"Adekar, RN12, zdat l'usine",Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s020\Dida_30fd6b7e_assault_violence_s020_t01_caller.webm,audios\Dida_30fd6b7e\assault_violence_s020\Dida_30fd6b7e_assault_violence_s020_t01_caller.webm,allo allo! l'ambulance azlemd azlemd! yaddi ya rebbi! ine9rit s lmus!,caller,SYN_assault_violence_003__00045,01,assault_violence,"RN12, zdat marché n Adekar",Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s020\Dida_30fd6b7e_assault_violence_s020_t02_caller.webm,audios\Dida_30fd6b7e\assault_violence_s020\Dida_30fd6b7e_assault_violence_s020_t02_caller.webm,"dayi f la route rn12, zdat marché n adekar! llan idamen attas! yewwet-it s lmus! azlemd la circulation thella!",caller,SYN_assault_violence_003__00045,03,assault_violence,"RN12, zdat marché n Adekar",Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s020\Dida_30fd6b7e_assault_violence_s020_t03_caller.webm,audios\Dida_30fd6b7e\assault_violence_s020\Dida_30fd6b7e_assault_violence_s020_t03_caller.webm,iwen kan meskin! idamen! activiw s zerb!,caller,SYN_assault_violence_003__00045,05,assault_violence,"RN12, zdat marché n Adekar",Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s021\Dida_30fd6b7e_assault_violence_s021_t01_caller.webm,audios\Dida_30fd6b7e\assault_violence_s021\Dida_30fd6b7e_assault_violence_s021_t01_caller.webm,arwa7u! azlemd! yaddi yewwet-it! yewwet-it s a3ekkaz! allo allo!,caller,SYN_assault_violence_003__00046,01,assault_violence,"Akfadou, zdat l'APC",Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s021\Dida_30fd6b7e_assault_violence_s021_t02_caller.webm,audios\Dida_30fd6b7e\assault_violence_s021\Dida_30fd6b7e_assault_violence_s021_t02_caller.webm,"d amennugh dayi akfadou! d ttrad ame9ran! yewwet-it g u9erruy, yeghli! ya rebbi azlemd!",caller,SYN_assault_violence_003__00046,03,assault_violence,"Akfadou, zdat l'APC",Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s022\Dida_30fd6b7e_assault_violence_s022_t01_caller.webm,audios\Dida_30fd6b7e\assault_violence_s022\Dida_30fd6b7e_assault_violence_s022_t01_caller.webm,allo! ya rebbi! tesseggart! yudden fellas! arwa7u s zerb!,caller,SYN_assault_violence_003__00047,01,assault_violence,"Amalou, g village",Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s022\Dida_30fd6b7e_assault_violence_s022_t02_caller.webm,audios\Dida_30fd6b7e\assault_violence_s022\Dida_30fd6b7e_assault_violence_s022_t02_caller.webm,"dayi amalou! g village! yewt-it s tesseggart, la police ula d nutni ul llin ula!",caller,SYN_assault_violence_003__00047,03,assault_violence,"Amalou, g village",Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s023\Dida_30fd6b7e_assault_violence_s023_t01_caller.webm,audios\Dida_30fd6b7e\assault_violence_s023\Dida_30fd6b7e_assault_violence_s023_t01_caller.webm,allo allo! arwa7u! yaker-itt! tewwet-itt! ya rebbi!,caller,SYN_assault_violence_003__00048,01,assault_violence,"Aït-Smail, en face l'école",Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s023\Dida_30fd6b7e_assault_violence_s023_t02_caller.webm,audios\Dida_30fd6b7e\assault_violence_s023\Dida_30fd6b7e_assault_violence_s023_t02_caller.webm,iwen le voleur yewwet tamettut dayi aït-smail! yewwet-itt s lmus g webrid!,caller,SYN_assault_violence_003__00048,03,assault_violence,"Aït-Smail, en face l'école",Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s023\Dida_30fd6b7e_assault_violence_s023_t03_caller.webm,audios\Dida_30fd6b7e\assault_violence_s023\Dida_30fd6b7e_assault_violence_s023_t03_caller.webm,en face l'école! ih idamen! ur tezmir ara thebded! azlemd!,caller,SYN_assault_violence_003__00048,05,assault_violence,"Aït-Smail, en face l'école",Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s024\Dida_30fd6b7e_assault_violence_s024_t01_caller.webm,audios\Dida_30fd6b7e\assault_violence_s024\Dida_30fd6b7e_assault_violence_s024_t01_caller.webm,allo! agression! agression! azlemd azlemd! l'ambulance!,caller,SYN_assault_violence_003__00049,01,assault_violence,"RN24, Beni Ksila",Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s024\Dida_30fd6b7e_assault_violence_s024_t02_caller.webm,audios\Dida_30fd6b7e\assault_violence_s024\Dida_30fd6b7e_assault_violence_s024_t02_caller.webm,"rn24, beni ksila! iwen ye7bes tomobil, yewwet ajar-iw s ssekkin! idamen!",caller,SYN_assault_violence_003__00049,03,assault_violence,"RN24, Beni Ksila",Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s025\Dida_30fd6b7e_assault_violence_s025_t01_caller.webm,audios\Dida_30fd6b7e\assault_violence_s025\Dida_30fd6b7e_assault_violence_s025_t01_caller.webm,allo l'ambulance! yaddi! lmechkel ame9ran dayi! arwa7u!,caller,SYN_assault_violence_003__00050,01,assault_violence,"Barbacha, l'arrêt n bus",Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s025\Dida_30fd6b7e_assault_violence_s025_t02_caller.webm,audios\Dida_30fd6b7e\assault_violence_s025\Dida_30fd6b7e_assault_violence_s025_t02_caller.webm,"barbacha! l'arrêt n bus! di sin rgazen ddabza, iwen yerrez wayed s lma7cha!",caller,SYN_assault_violence_003__00050,03,assault_violence,"Barbacha, l'arrêt n bus",Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s026\Dida_30fd6b7e_assault_violence_s026_t01_caller.webm,audios\Dida_30fd6b7e\assault_violence_s026\Dida_30fd6b7e_assault_violence_s026_t01_caller.webm,allo allo allo! la violence dayi! yewwet-it! ya rebbi azlemd!,caller,SYN_assault_violence_003__00051,01,assault_violence,"Beni Djellil, zdat l'antenne",Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s026\Dida_30fd6b7e_assault_violence_s026_t02_caller.webm,audios\Dida_30fd6b7e\assault_violence_s026\Dida_30fd6b7e_assault_violence_s026_t02_caller.webm,"beni djellil! zdat l'antenne! yewwet-it, ur zrigh ara s wacu, balak d lmus!",caller,SYN_assault_violence_003__00051,03,assault_violence,"Beni Djellil, zdat l'antenne",Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s026\Dida_30fd6b7e_assault_violence_s026_t03_caller.webm,audios\Dida_30fd6b7e\assault_violence_s026\Dida_30fd6b7e_assault_violence_s026_t03_caller.webm,"yeghli, ul yezmir ula di inudd! meskin! activiw!",caller,SYN_assault_violence_003__00051,05,assault_violence,"Beni Djellil, zdat l'antenne",Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s027\Dida_30fd6b7e_assault_violence_s027_t01_caller.webm,audios\Dida_30fd6b7e\assault_violence_s027\Dida_30fd6b7e_assault_violence_s027_t01_caller.webm,azlemd! azlemd! yewwet-it! ttrad f webrid! allo!,caller,SYN_assault_violence_003__00052,01,assault_violence,"RN26, zdat l'usine",Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s027\Dida_30fd6b7e_assault_violence_s027_t02_caller.webm,audios\Dida_30fd6b7e\assault_violence_s027\Dida_30fd6b7e_assault_violence_s027_t02_caller.webm,"rn26, zdat l'usine! iwen urgaz yekkes-d ssekkin, yewwet ameddakel-iw! idamen!",caller,SYN_assault_violence_003__00052,03,assault_violence,"RN26, zdat l'usine",Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s027\Dida_30fd6b7e_assault_violence_s027_t03_caller.webm,audios\Dida_30fd6b7e\assault_violence_s027\Dida_30fd6b7e_assault_violence_s027_t03_caller.webm,"ih ih! azlemd, l'embouteillage g webrid! activiw la3nayak!",caller,SYN_assault_violence_003__00052,05,assault_violence,"RN26, zdat l'usine",Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s028\Dida_30fd6b7e_assault_violence_s028_t01_caller.webm,audios\Dida_30fd6b7e\assault_violence_s028\Dida_30fd6b7e_assault_violence_s028_t01_caller.webm,ya rebbi! l'ambulance! le3yat dayi! tewwet-itt! allo!,caller,SYN_assault_violence_003__00053,01,assault_violence,"Aït-Smail, g village",Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s028\Dida_30fd6b7e_assault_violence_s028_t02_caller.webm,audios\Dida_30fd6b7e\assault_violence_s028\Dida_30fd6b7e_assault_violence_s028_t02_caller.webm,aït-smail! g village! ajiran-is tewwet-itt s a3ekkaz!,caller,SYN_assault_violence_003__00053,03,assault_violence,"Aït-Smail, g village",Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s029\Dida_30fd6b7e_assault_violence_s029_t01_caller.webm,audios\Dida_30fd6b7e\assault_violence_s029\Dida_30fd6b7e_assault_violence_s029_t01_caller.webm,"salam, ma3lich at-defkem numéro n la police? llan ljiran ttnaghen dayi g adekar, ttrad kan, ul iblessi ula yiwen.",caller,SYN_assault_violence_004__00054,02,assault_violence,Adekar,Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s029\Dida_30fd6b7e_assault_violence_s029_t02_caller.webm,audios\Dida_30fd6b7e\assault_violence_s029\Dida_30fd6b7e_assault_violence_s029_t02_caller.webm,"sa7it a gma, rani ghalet.",caller,SYN_assault_violence_004__00054,04,assault_violence,Adekar,Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s030\Dida_30fd6b7e_assault_violence_s030_t01_caller.webm,audios\Dida_30fd6b7e\assault_violence_s030\Dida_30fd6b7e_assault_violence_s030_t01_caller.webm,"allo, d chchurta? kkeren-iyi téléphone-iw tura dagi g akfadou.",caller,SYN_assault_violence_004__00055,02,assault_violence,Akfadou,Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s030\Dida_30fd6b7e_assault_violence_s030_t02_caller.webm,audios\Dida_30fd6b7e\assault_violence_s030\Dida_30fd6b7e_assault_violence_s030_t02_caller.webm,"ah pardon, ul zrigh ula, rani ghalet. sa7a.",caller,SYN_assault_violence_004__00055,04,assault_violence,Akfadou,Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s030\Dida_30fd6b7e_assault_violence_s030_t03_caller.webm,audios\Dida_30fd6b7e\assault_violence_s030\Dida_30fd6b7e_assault_violence_s030_t03_caller.webm,"khati a sidi, dayi d l'pompiers. ilaq di t-ru7ed gher commissariat.",caller,SYN_assault_violence_004__00055,03,assault_violence,Akfadou,Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s031\Dida_30fd6b7e_assault_violence_s031_t01_caller.webm,audios\Dida_30fd6b7e\assault_violence_s031\Dida_30fd6b7e_assault_violence_s031_t01_caller.webm,"azul, thella ddabza n warrac dagi g amalou, tzewqen attas, d le3yat kan.",caller,SYN_assault_violence_004__00056,02,assault_violence,Amalou,Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s031\Dida_30fd6b7e_assault_violence_s031_t02_caller.webm,audios\Dida_30fd6b7e\assault_violence_s031\Dida_30fd6b7e_assault_violence_s031_t02_caller.webm,"khati, ul yelli ula. d le3yat kan.",caller,SYN_assault_violence_004__00056,04,assault_violence,Amalou,Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s032\Dida_30fd6b7e_assault_violence_s032_t01_caller.webm,audios\Dida_30fd6b7e\assault_violence_s032\Dida_30fd6b7e_assault_violence_s032_t01_caller.webm,"sbah lkhir. la3nayak, amek di t-3eytegh i la gendarmerie n aït-r'zine? yella yiwen ittmenacer gma.",caller,SYN_assault_violence_004__00057,02,assault_violence,Aït-R'zine,Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s032\Dida_30fd6b7e_assault_violence_s032_t02_caller.webm,audios\Dida_30fd6b7e\assault_violence_s032\Dida_30fd6b7e_assault_violence_s032_t02_caller.webm,"sa7it a gma, barak allahu fik.",caller,SYN_assault_violence_004__00057,04,assault_violence,Aït-R'zine,Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s033\Dida_30fd6b7e_assault_violence_s033_t01_caller.webm,audios\Dida_30fd6b7e\assault_violence_s033\Dida_30fd6b7e_assault_violence_s033_t01_caller.webm,"allo bghit ndir plainte, yewwet-iyi wa7ed g barbacha zdat l'busta.",caller,SYN_assault_violence_004__00058,02,assault_violence,Barbacha zdat l'busta,Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s033\Dida_30fd6b7e_assault_violence_s033_t02_caller.webm,audios\Dida_30fd6b7e\assault_violence_s033\Dida_30fd6b7e_assault_violence_s033_t02_caller.webm,"ah d'accord, sem7iyi rani ghalta.",caller,SYN_assault_violence_004__00058,04,assault_violence,Barbacha zdat l'busta,Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s033\Dida_30fd6b7e_assault_violence_s033_t03_caller.webm,audios\Dida_30fd6b7e\assault_violence_s033\Dida_30fd6b7e_assault_violence_s033_t03_caller.webm,"a madame, dayi d l'pompiers. ro7i gher la police di t-depose plainte.",caller,SYN_assault_violence_004__00058,03,assault_violence,Barbacha zdat l'busta,Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s034\Dida_30fd6b7e_assault_violence_s034_t01_caller.webm,audios\Dida_30fd6b7e\assault_violence_s034\Dida_30fd6b7e_assault_violence_s034_t01_caller.webm,"salam, thella yiwet l'bagarre g beni djellil, yerrez-as l'carreau n tomobil-is.",caller,SYN_assault_violence_004__00059,02,assault_violence,Beni Djellil,Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s034\Dida_30fd6b7e_assault_violence_s034_t02_caller.webm,audios\Dida_30fd6b7e\assault_violence_s034\Dida_30fd6b7e_assault_violence_s034_t02_caller.webm,"wlach, ul yeblessi ula yiwen. d l'carreau kan yerrez.",caller,SYN_assault_violence_004__00059,04,assault_violence,Beni Djellil,Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s035\Dida_30fd6b7e_assault_violence_s035_t01_caller.webm,audios\Dida_30fd6b7e\assault_violence_s035\Dida_30fd6b7e_assault_violence_s035_t01_caller.webm,[silence] awer di t-qerbed! kkes afus-ik!,caller,SYN_assault_violence_004__00060,02,assault_violence,unknown,Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s035\Dida_30fd6b7e_assault_violence_s035_t02_caller.webm,audios\Dida_30fd6b7e\assault_violence_s035\Dida_30fd6b7e_assault_violence_s035_t02_caller.webm,"ah pardon! t-touchagh téléphone kan, ul yelli ula, d lmechkel kan chwiya m3a ljiran. sa7a.",caller,SYN_assault_violence_004__00060,04,assault_violence,unknown,Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s036\Dida_30fd6b7e_assault_violence_s036_t01_caller.webm,audios\Dida_30fd6b7e\assault_violence_s036\Dida_30fd6b7e_assault_violence_s036_t01_caller.webm,"allo, llan sin irgazen noughen dayi g rn9, khedmen l'encombrement attas.",caller,SYN_assault_violence_004__00061,02,assault_violence,RN9,Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s036\Dida_30fd6b7e_assault_violence_s036_t02_caller.webm,audios\Dida_30fd6b7e\assault_violence_s036\Dida_30fd6b7e_assault_violence_s036_t02_caller.webm,"khati, ul yewwet ula yiwen, d le3yat kan.",caller,SYN_assault_violence_004__00061,04,assault_violence,RN9,Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s037\Dida_30fd6b7e_assault_violence_s037_t01_caller.webm,audios\Dida_30fd6b7e\assault_violence_s037\Dida_30fd6b7e_assault_violence_s037_t01_caller.webm,"salam 3likoum, d la police?",caller,SYN_assault_violence_004__00062,02,assault_violence,Beni Ksila,Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s037\Dida_30fd6b7e_assault_violence_s037_t02_caller.webm,audios\Dida_30fd6b7e\assault_violence_s037\Dida_30fd6b7e_assault_violence_s037_t02_caller.webm,ma3lich at-defked numéro n la police n beni ksila? yella l'cambriolage g l'7uma.,caller,SYN_assault_violence_004__00062,04,assault_violence,Beni Ksila,Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s038\Dida_30fd6b7e_assault_violence_s038_t01_caller.webm,audios\Dida_30fd6b7e\assault_violence_s038\Dida_30fd6b7e_assault_violence_s038_t01_caller.webm,"azul, yella yiwen itheded s lmus dagi g aït-smail.",caller,SYN_assault_violence_004__00063,02,assault_violence,Aït-Smail,Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s038\Dida_30fd6b7e_assault_violence_s038_t02_caller.webm,audios\Dida_30fd6b7e\assault_violence_s038\Dida_30fd6b7e_assault_violence_s038_t02_caller.webm,"khati, ul yewwet ula, mazal.",caller,SYN_assault_violence_004__00063,04,assault_violence,Aït-Smail,Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s039\Dida_30fd6b7e_assault_violence_s039_t01_caller.webm,audios\Dida_30fd6b7e\assault_violence_s039\Dida_30fd6b7e_assault_violence_s039_t01_caller.webm,"msa lkhir, tura thella ddabza dagi g adekar centre. yiwen yewt-it s lmus.",caller,SYN_assault_violence_005__00064,02,assault_violence,Adekar centre,Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s039\Dida_30fd6b7e_assault_violence_s039_t02_caller.webm,audios\Dida_30fd6b7e\assault_violence_s039\Dida_30fd6b7e_assault_violence_s039_t02_caller.webm,"d yiwen kan meskin. khati, ul yezmir ula ad yehder, llan idamen attas. machi mli7 ga3.",caller,SYN_assault_violence_005__00064,04,assault_violence,Adekar centre,Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s039\Dida_30fd6b7e_assault_violence_s039_t03_caller.webm,audios\Dida_30fd6b7e\assault_violence_s039\Dida_30fd6b7e_assault_violence_s039_t03_caller.webm,est-ce qu'il est conscient? sh7al n l'blessés?,caller,SYN_assault_violence_005__00064,03,assault_violence,Adekar centre,Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s040\Dida_30fd6b7e_assault_violence_s040_t01_caller.webm,audios\Dida_30fd6b7e\assault_violence_s040\Dida_30fd6b7e_assault_violence_s040_t01_caller.webm,"salam, thella l'agression g akfadou, zdat l'apc. yiwen wargaz yewwet ajar-is.",caller,SYN_assault_violence_005__00065,02,assault_violence,Akfadou zdat l'apc,Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s040\Dida_30fd6b7e_assault_violence_s040_t02_caller.webm,audios\Dida_30fd6b7e\assault_violence_s040\Dida_30fd6b7e_assault_violence_s040_t02_caller.webm,"ulach idamen, khati. mais yewwet-it s u3ekkaz, yeqqim g lqa3a. ul iru7 ula l sbitar.",caller,SYN_assault_violence_005__00065,04,assault_violence,Akfadou zdat l'apc,Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s041\Dida_30fd6b7e_assault_violence_s041_t01_caller.webm,audios\Dida_30fd6b7e\assault_violence_s041\Dida_30fd6b7e_assault_violence_s041_t01_caller.webm,"sbah lkhir, llan irgazen noughen tura g amalou, route de l'école.",caller,SYN_assault_violence_005__00066,02,assault_violence,Amalou route de l'école,Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s041\Dida_30fd6b7e_assault_violence_s041_t02_caller.webm,audios\Dida_30fd6b7e\assault_violence_s041\Dida_30fd6b7e_assault_violence_s041_t02_caller.webm,"ur zri ara, khati ur qerbegh ara ghursen. llant tesseggart, s'il vous plaît activiw!",caller,SYN_assault_violence_005__00066,04,assault_violence,Amalou route de l'école,Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s041\Dida_30fd6b7e_assault_violence_s041_t03_caller.webm,audios\Dida_30fd6b7e\assault_violence_s041\Dida_30fd6b7e_assault_violence_s041_t03_caller.webm,sh7al n l'blessés dagi?,caller,SYN_assault_violence_005__00066,03,assault_violence,Amalou route de l'école,Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s042\Dida_30fd6b7e_assault_violence_s042_t01_caller.webm,audios\Dida_30fd6b7e\assault_violence_s042\Dida_30fd6b7e_assault_violence_s042_t01_caller.webm,"salam 3likoum, rani g aït-r'zine, village guenzet. yella yiwen yewwet tamettut, taker-as l'sac.",caller,SYN_assault_violence_005__00067,02,assault_violence,Aït-R'zine village Guenzet,Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s042\Dida_30fd6b7e_assault_violence_s042_t02_caller.webm,audios\Dida_30fd6b7e\assault_violence_s042\Dida_30fd6b7e_assault_violence_s042_t02_caller.webm,"machi grave, th-blessi chwiya g ufus. ul thet-respirer ula mli7 s lkhel3a.",caller,SYN_assault_violence_005__00067,04,assault_violence,Aït-R'zine village Guenzet,Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s042\Dida_30fd6b7e_assault_violence_s042_t03_caller.webm,audios\Dida_30fd6b7e\assault_violence_s042\Dida_30fd6b7e_assault_violence_s042_t03_caller.webm,est-ce qu'elle est blessée?,caller,SYN_assault_violence_005__00067,03,assault_violence,Aït-R'zine village Guenzet,Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s043\Dida_30fd6b7e_assault_violence_s043_t01_caller.webm,audios\Dida_30fd6b7e\assault_violence_s043\Dida_30fd6b7e_assault_violence_s043_t01_caller.webm,"allo, la3nayak thella l'agression dagi g aït-smail centre. yiwen ineqrit s lmus.",caller,SYN_assault_violence_005__00068,02,assault_violence,Aït-Smail centre,Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s043\Dida_30fd6b7e_assault_violence_s043_t02_caller.webm,audios\Dida_30fd6b7e\assault_violence_s043\Dida_30fd6b7e_assault_violence_s043_t02_caller.webm,"ih, amejru7 g uqerruy-is. ulach la police mazal, khati ur d-usan ara.",caller,SYN_assault_violence_005__00068,04,assault_violence,Aït-Smail centre,Dida_30fd6b7e_
Dida_30fd6b7e\assault_violence_s044\Dida_30fd6b7e_assault_violence_s044_t01_caller.webm,audios\Dida_30fd6b7e\assault_violence_s044\Dida_30fd6b7e_assault_violence_s044_t01_caller.webm,"salam, tura g beni djellil, zdat la mosquée. yella lmechkel ameqran, llan irgazen wwten wayedh.",caller,SYN_assault_violence_005__00069,02,assault_violence,Beni Djellil zdat la mosquée,Dida_30fd6b7e_
